event_id	loci	Proximal_Site	TCGA-38-4627-01A-01R-1206-07	TCGA-49-4512-01A-21R-1858-07	TCGA-55-6983-01A-11R-1949-07	TCGA-55-6978-01A-11R-1949-07	TCGA-73-4676-01A-01R-1755-07	TCGA-91-6828-01A-11R-1858-07	TCGA-44-2655-01A-01R-0946-07	TCGA-44-2657-01A-01R-1107-07	TCGA-50-5933-01A-11R-1755-07	TCGA-55-6984-01A-11R-1949-07	TCGA-91-6829-01A-21R-1858-07	TCGA-44-2668-01A-01R-A278-07	TCGA-44-2668-01B-02R-A277-07	TCGA-44-2668-01A-01R-0946-07	TCGA-44-6777-01A-11R-1858-07	TCGA-91-6831-01A-11R-1858-07	TCGA-50-5932-01A-11R-1755-07	TCGA-49-6744-01A-11R-1858-07	TCGA-50-5931-01A-11R-1755-07	TCGA-44-2662-01B-02R-A277-07	TCGA-44-2662-01A-01R-A278-07	TCGA-44-2662-01A-01R-0946-07	TCGA-44-6778-01A-11R-1858-07	TCGA-38-4632-01A-01R-1755-07	TCGA-44-6146-01A-11R-1755-07	TCGA-44-6146-01A-11R-A278-07	TCGA-44-6146-01B-04R-A277-07	TCGA-44-3396-01A-01R-1206-07	TCGA-50-6595-01A-12R-1858-07	TCGA-55-6979-01A-11R-1949-07	TCGA-55-6975-01A-11R-1949-07	TCGA-44-2661-01A-01R-1107-07	TCGA-50-5935-01A-11R-1755-07	TCGA-55-6986-01A-11R-1949-07	TCGA-38-4625-01A-01R-1206-07	TCGA-49-6742-01A-11R-1858-07	TCGA-44-5645-01B-04R-A277-07	TCGA-44-5645-01A-01R-A278-07	TCGA-44-5645-01A-01R-1628-07	TCGA-44-6148-01A-11R-1755-07	TCGA-91-6849-01A-11R-1949-07	TCGA-49-6743-01A-11R-1858-07	TCGA-44-2665-01A-01R-0946-07	TCGA-44-2665-01B-06R-A277-07	TCGA-44-2665-01A-01R-A278-07	TCGA-50-5939-01A-11R-1628-07	TCGA-55-6969-01A-11R-1949-07	TCGA-55-6980-01A-11R-1949-07	TCGA-49-6745-01A-11R-1858-07	TCGA-49-6761-01A-31R-1949-07	TCGA-55-6981-01A-11R-1949-07	TCGA-44-6145-01A-11R-1755-07	TCGA-55-6971-01A-11R-1949-07	TCGA-44-6776-01A-11R-1858-07	TCGA-50-5930-01A-11R-1755-07	TCGA-91-6847-01A-11R-1949-07	TCGA-49-4490-01A-21R-1858-07	TCGA-44-6147-01A-11R-1755-07	TCGA-44-6147-01B-06R-A277-07	TCGA-44-6147-01A-11R-A278-07	TCGA-55-6985-01A-11R-1949-07	TCGA-55-6982-01A-11R-1949-07	TCGA-55-6968-01A-11R-1949-07	TCGA-91-6835-01A-11R-1858-07	TCGA-55-6970-01A-11R-1949-07	TCGA-55-6972-01A-11R-1949-07	TCGA-50-5936-01A-11R-1628-07	TCGA-91-6836-01A-21R-1858-07	TCGA-38-4626-01A-01R-1206-07
NM_021149|COTL1|chr16|-	chr16:84599195-84600561	84600398	0.99	0.99	1.00	1.00	0.93	0.97	1.00	0.97	1.00	0.99	0.99	0.97	1.00	1.00	0.95	1.00	0.94	0.98	0.98	NA	1.00	1.00	0.95	0.97	0.95	0.92	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	0.98	1.00	0.98	0.97	0.95	1.00	1.00	1.00	0.98	1.00	0.99	0.97	1.00	0.99	0.97	0.97	0.97	0.97	1.00	0.99	1.00	NA	0.99	0.99	0.98	1.00	0.95	0.96	NA	1.00	0.97	1.00
NM_001105079|FBRS|chr16|+	chr16:30680389-30682132	30680539	0.97	1.00	0.98	0.97	0.97	0.96	0.99	0.99	0.96	1.00	0.97	NA	NA	0.99	0.96	0.98	0.98	0.98	0.98	NA	NA	0.99	0.98	0.94	0.95	NA	NA	0.99	0.97	1.00	1.00	0.94	0.95	0.99	0.98	1.00	NA	NA	0.95	0.93	0.95	0.96	1.00	NA	NA	0.96	1.00	0.98	0.95	1.00	1.00	0.99	0.96	0.98	1.00	0.99	1.00	0.97	NA	NA	0.99	1.00	0.95	0.98	1.00	1.00	0.97	0.99	0.99
NM_018233|OGFOD1|chr16|+	chr16:56509955-56511623	56510185	0.53	0.82	0.88	0.59	0.55	0.59	0.67	0.75	0.50	0.83	0.67	0.29	0.37	0.51	0.52	0.66	0.61	0.63	0.77	NA	0.35	0.53	0.60	0.55	0.55	0.61	NA	0.54	0.62	0.83	0.60	0.56	0.63	0.76	0.58	0.79	NA	NA	0.67	0.68	0.74	0.54	0.61	NA	0.39	0.59	0.81	0.74	0.65	0.70	0.69	0.60	0.78	0.84	0.68	0.63	0.92	0.58	NA	0.39	0.77	0.81	0.70	0.46	0.58	0.83	0.58	0.49	0.61
NM_001537|HSBP1|chr16|+	chr16:83845025-83846598	83845233	0.31	0.35	0.30	0.36	0.21	0.35	0.28	0.43	0.25	0.32	0.45	0.21	0.28	0.21	0.29	0.43	0.33	0.34	0.31	0.32	0.25	0.29	0.45	0.23	0.49	0.48	0.64	0.32	0.26	0.30	0.22	0.39	0.30	0.43	0.31	0.31	0.63	0.41	0.45	0.36	0.26	0.31	0.40	0.37	0.30	0.35	0.41	0.40	0.38	0.26	0.32	0.36	0.32	0.42	0.25	0.44	0.27	0.28	0.42	0.28	0.30	0.29	0.31	0.37	0.51	0.31	0.34	0.13	0.39
NM_024816|RABEP2|chr16|-	chr16:28915704-28916365	28916088	0.69	1.00	0.79	0.62	0.82	NA	0.67	0.66	0.42	0.64	0.67	NA	NA	0.66	0.59	0.70	0.55	0.84	0.78	NA	0.76	0.54	0.64	0.63	0.74	NA	NA	0.80	0.68	0.67	0.73	0.72	0.87	0.62	0.63	0.86	NA	0.96	0.68	0.87	0.60	0.76	0.62	NA	NA	0.61	0.81	0.75	0.58	NA	0.78	0.96	0.79	0.92	NA	0.73	0.72	0.81	NA	NA	0.72	0.76	0.64	0.68	0.85	0.79	0.83	NA	0.70
NM_003869|CES2|chr16|+	chr16:66977741-66978986	66977913	0.89	0.99	1.00	1.00	1.00	0.96	0.98	0.86	0.93	0.90	0.95	NA	NA	0.98	0.90	0.98	0.96	0.96	0.98	NA	0.69	0.97	0.90	NA	0.85	0.81	NA	0.94	0.98	0.99	0.97	0.94	0.97	0.97	0.91	0.98	NA	0.83	0.92	0.92	0.99	NA	0.98	NA	NA	0.98	1.00	0.98	0.98	0.96	0.94	0.95	1.00	0.99	0.96	1.00	0.98	0.92	NA	0.81	0.99	0.97	1.00	0.91	0.95	1.00	0.95	0.78	0.97
NM_012320|PLA2G15|chr16|+	chr16:68293048-68294969	68293257	0.99	NA	0.98	0.97	0.95	0.96	NA	0.97	0.94	NA	0.97	NA	NA	0.94	0.98	0.97	0.99	0.97	NA	NA	0.84	0.97	0.99	0.99	0.86	NA	NA	0.96	0.95	0.99	0.99	0.99	0.99	1.00	0.96	NA	NA	0.81	0.96	1.00	NA	0.94	0.97	NA	0.56	0.96	1.00	0.96	0.97	NA	0.99	0.99	0.98	NA	1.00	0.97	NA	0.99	NA	0.85	0.99	0.98	0.94	0.96	0.98	NA	0.93	NA	0.98
NM_024946|FAM192A|chr16|-	chr16:57186335-57188419	57187685	0.36	0.33	0.29	0.32	0.27	0.31	0.33	0.30	0.28	0.31	0.33	0.25	NA	0.26	0.37	0.34	0.31	0.32	0.36	NA	0.27	0.26	0.32	0.20	0.40	0.34	NA	0.28	0.32	0.27	0.28	0.25	0.32	0.36	0.26	0.28	NA	0.33	0.34	0.37	0.38	0.35	0.32	NA	0.33	0.33	0.31	0.29	0.32	0.35	0.34	0.32	0.31	0.33	0.31	0.30	0.29	0.31	NA	0.31	0.28	0.34	0.32	0.31	0.35	0.42	0.29	0.21	0.31
NM_030790|ITFG1|chr16|-	chr16:47188396-47189689	47189539	0.17	0.18	0.18	0.18	0.15	0.15	0.13	0.16	0.12	0.17	0.19	0.12	0.18	0.15	0.15	0.15	0.15	0.14	0.14	0.21	0.13	0.11	0.18	0.15	0.14	0.13	0.22	0.14	0.14	0.14	0.14	0.20	0.22	0.20	0.22	0.16	0.30	0.19	0.21	0.18	0.12	0.17	0.15	0.25	0.17	0.13	0.17	0.17	0.19	0.29	0.14	0.16	0.21	0.15	0.10	0.22	0.19	0.18	0.26	0.16	0.18	0.18	0.17	0.15	0.15	0.22	0.15	0.15	0.16
NM_005153|USP10|chr16|+	chr16:84812500-84813529	84812755	0.90	0.97	1.00	0.99	0.92	0.90	0.95	0.90	0.94	0.93	0.93	0.92	NA	0.94	0.89	0.94	0.89	0.94	0.96	NA	0.97	0.86	0.90	0.88	0.91	0.96	NA	0.89	0.94	1.00	0.99	0.95	0.98	0.96	0.94	0.99	NA	0.94	0.94	0.93	0.98	0.90	0.90	NA	0.98	0.88	1.00	0.95	0.91	1.00	0.95	0.96	0.86	1.00	0.96	1.00	0.97	0.95	NA	0.91	0.98	1.00	0.99	0.82	0.99	1.00	0.88	0.89	0.95
NM_025187|C16orf70|chr16|+	chr16:67180947-67184690	67183191	0.99	0.35	0.95	0.62	0.35	0.54	0.88	0.92	0.39	NA	0.99	NA	NA	0.64	0.81	0.71	0.53	0.82	0.88	NA	NA	0.45	0.40	0.53	1.00	NA	NA	0.93	0.69	0.69	0.41	0.62	0.70	0.83	0.34	0.74	NA	NA	0.94	0.96	NA	NA	0.90	NA	0.43	0.60	0.72	0.88	0.51	0.43	0.79	0.94	0.98	0.97	0.93	0.59	NA	0.68	NA	NA	0.78	0.89	0.55	0.80	0.83	NA	0.50	0.27	0.92
NM_001256829|LOC100862671|chr16|+	chr16:30755102-30756530	30755535	0.06	0.10	0.06	0.10	0.08	0.06	0.05	0.07	0.10	0.07	0.12	0.08	NA	0.04	0.07	0.11	0.06	0.07	0.11	NA	0.10	0.09	0.14	0.06	0.08	0.15	NA	0.09	0.06	0.08	0.08	0.07	0.06	0.07	0.07	0.07	NA	0.16	0.09	0.06	0.09	0.07	0.06	NA	0.17	0.07	0.11	0.10	0.09	0.07	0.14	0.09	0.10	0.08	0.08	0.13	0.07	0.06	NA	0.15	0.09	0.07	0.12	0.08	0.09	0.04	0.08	0.06	0.10
NM_031490|LONP2|chr16|+	chr16:48385491-48391863	48389297	0.12	0.38	0.18	0.19	0.19	0.13	0.15	0.33	0.12	0.17	0.20	NA	NA	0.11	0.13	0.16	0.10	0.17	0.33	NA	0.15	0.11	0.32	0.08	0.21	0.22	0.81	0.16	0.13	0.29	0.15	0.30	0.22	0.29	0.09	0.14	0.84	0.23	0.24	0.43	0.39	NA	0.19	0.34	0.19	0.11	0.24	0.17	0.11	0.17	0.20	0.25	0.30	0.24	0.28	0.13	0.31	0.29	NA	0.27	0.22	0.14	0.26	0.25	0.15	0.20	0.14	0.13	0.20
NM_014153|ZC3H7A|chr16|-	chr16:11844404-11845362	11844796	0.57	0.82	0.88	0.87	0.81	0.65	0.60	0.59	0.60	0.77	0.74	NA	NA	0.50	0.68	0.80	0.56	0.69	0.56	1.00	0.40	0.33	0.64	0.87	0.64	0.52	1.00	0.58	0.45	0.85	0.79	0.89	0.81	0.93	0.74	0.78	0.95	0.49	0.78	0.79	0.95	0.62	0.42	NA	0.61	0.59	0.87	0.97	0.54	0.74	0.91	0.63	0.68	0.72	0.59	0.88	0.93	0.79	NA	0.44	0.77	0.85	0.94	0.67	0.79	0.98	0.49	0.57	0.64
NM_003486|SLC7A5|chr16|-	chr16:87863618-87866631	87866437	0.88	0.95	0.94	0.90	0.91	0.89	0.97	0.91	0.88	0.91	0.89	0.78	NA	0.89	0.87	0.96	NA	0.89	0.95	NA	NA	0.93	0.88	0.84	NA	NA	NA	0.90	0.93	0.89	0.91	NA	0.88	0.94	0.94	0.86	NA	NA	NA	NA	0.89	0.86	0.94	NA	NA	0.87	0.92	0.89	0.91	0.93	0.86	0.87	0.83	0.87	0.89	0.92	0.88	0.89	NA	0.80	0.95	0.87	0.90	0.89	0.86	NA	NA	0.89	0.91
NM_001114331|CLCN7|chr16|-	chr16:1495003-1496718	1495619	0.70	0.95	0.83	0.61	0.67	0.53	0.49	0.66	0.35	0.76	0.53	0.80	NA	0.43	0.53	0.56	0.55	0.74	0.76	NA	0.80	0.44	0.49	0.61	0.58	0.85	NA	0.71	0.72	0.77	0.75	0.53	0.68	0.69	0.54	0.88	NA	0.83	0.64	0.66	0.77	0.48	0.44	NA	NA	0.62	0.81	0.70	0.40	0.82	0.81	0.66	0.58	0.65	0.82	0.67	0.88	0.68	NA	0.87	0.79	0.66	0.69	0.52	0.51	0.81	0.58	0.51	0.62
NM_001201477|NETO2|chr16|-	chr16:47115579-47117712	47116788	0.58	0.79	0.60	0.71	0.58	0.72	NA	NA	0.49	NA	0.61	NA	NA	0.49	0.63	0.65	NA	0.52	0.59	NA	0.57	0.55	0.75	0.44	NA	NA	NA	0.49	0.58	NA	0.70	0.68	0.82	0.67	0.66	NA	NA	NA	NA	NA	NA	NA	0.66	NA	0.89	0.45	0.67	NA	0.65	0.71	0.55	0.61	0.70	NA	0.55	0.75	NA	NA	NA	NA	0.59	0.66	0.79	0.51	0.56	NA	0.68	0.69	NA
NM_016310|POLR3K|chr16|-	chr16:96866-97557	97205	0.24	0.42	0.32	0.37	0.29	0.33	0.21	0.24	0.25	0.35	0.29	NA	NA	0.19	0.29	0.28	0.31	0.25	0.33	NA	0.41	0.21	0.31	0.31	0.30	0.39	NA	0.20	0.31	0.43	0.27	0.26	0.28	0.29	0.23	0.27	NA	0.38	0.30	0.24	0.40	0.22	0.20	NA	0.36	0.23	0.40	0.33	0.23	0.30	0.36	0.29	0.35	0.26	0.48	0.29	0.50	0.31	NA	0.38	0.27	0.32	0.37	0.25	0.34	0.38	0.21	0.33	0.24
NM_020312|COQ9|chr16|+	chr16:57494500-57495177	57494688	0.94	1.00	0.98	0.93	0.82	0.85	0.97	0.96	0.89	1.00	0.92	0.88	NA	0.97	0.81	0.97	0.92	0.97	1.00	NA	0.85	0.90	0.91	0.91	0.91	0.93	NA	0.99	0.92	1.00	0.93	0.92	0.93	0.95	0.93	1.00	NA	0.93	0.96	0.97	0.96	0.95	0.91	NA	0.80	0.90	0.93	0.95	0.86	0.96	0.96	0.95	0.88	0.99	0.94	0.98	1.00	0.99	NA	0.96	1.00	0.94	0.92	0.92	0.87	0.90	0.98	1.00	0.93
NM_001145770|GPR56|chr16|+	chr16:57697363-57698970	57697961	0.95	1.00	0.96	0.95	0.94	0.90	0.96	0.92	0.93	0.92	0.93	NA	NA	0.93	0.93	0.92	0.91	0.95	0.97	NA	0.89	0.98	0.87	0.92	0.91	0.81	NA	0.91	0.94	0.99	0.93	0.98	0.97	0.97	NA	0.97	NA	NA	0.92	0.96	0.97	0.93	0.96	NA	NA	0.87	0.96	0.96	0.91	0.99	0.95	0.96	0.94	0.93	0.92	0.95	1.00	0.92	NA	0.78	0.97	0.97	0.92	0.91	0.93	0.93	0.85	NA	0.91
NM_001146051|HSDL1|chr16|-	chr16:84155754-84158333	84158175	0.79	NA	0.93	0.91	0.96	0.76	0.82	0.86	0.74	NA	0.74	NA	NA	0.76	0.76	0.73	0.83	NA	0.93	NA	0.79	0.77	0.78	0.80	NA	NA	NA	0.79	NA	NA	0.94	0.73	0.87	NA	0.83	NA	NA	0.74	0.87	0.78	NA	0.77	0.79	NA	0.93	NA	0.96	0.93	0.74	NA	0.86	0.93	0.75	0.89	NA	0.93	NA	0.81	NA	0.81	NA	0.75	0.94	0.76	0.87	0.97	NA	0.89	0.81
NM_020313|CIAPIN1|chr16|-	chr16:57462102-57463192	57462520	0.39	0.47	0.46	0.44	0.52	0.27	0.37	0.40	0.34	0.40	0.42	0.24	NA	0.35	0.44	0.52	0.31	0.35	0.43	NA	0.37	0.37	0.34	0.45	0.40	0.36	NA	0.36	0.39	0.40	0.37	0.47	0.38	0.34	0.46	0.30	NA	0.37	0.55	0.39	0.25	0.36	0.44	NA	0.39	0.41	0.44	0.36	0.36	0.38	0.35	0.41	0.39	0.33	0.25	0.47	0.36	0.45	NA	0.36	0.40	0.42	0.47	0.40	0.44	0.42	0.35	0.47	0.38
NM_000512|GALNS|chr16|-	chr16:88880138-88880933	88880586	0.99	1.00	1.00	0.98	0.96	1.00	0.99	0.88	1.00	1.00	0.96	0.94	NA	0.99	1.00	0.97	NA	0.99	1.00	NA	0.97	0.98	1.00	0.97	0.98	NA	NA	1.00	0.97	0.99	0.99	1.00	1.00	0.96	0.98	1.00	NA	NA	0.98	1.00	1.00	0.98	0.97	NA	NA	0.92	1.00	0.99	0.93	1.00	0.87	1.00	0.84	0.96	1.00	NA	0.98	0.94	NA	NA	0.97	0.94	1.00	0.99	0.99	NA	0.91	1.00	0.97
NM_133368|RSPRY1|chr16|+	chr16:57272790-57274598	57273668	0.75	0.99	0.93	0.85	0.85	0.69	0.79	0.75	0.77	0.81	0.67	0.58	0.78	0.69	0.78	0.64	0.70	0.82	0.84	NA	0.65	0.60	0.71	0.78	0.65	0.72	0.85	0.71	0.80	0.91	0.89	0.81	0.85	0.83	0.81	0.92	NA	NA	NA	0.79	0.96	0.63	0.65	0.76	0.76	0.70	0.91	0.91	0.72	0.84	0.82	0.78	0.77	0.83	0.71	0.83	0.97	0.84	NA	0.54	0.87	0.76	0.84	0.64	0.80	0.87	0.69	0.66	0.75
NM_001950|E2F4|chr16|+	chr16:67231910-67232845	67232061	0.85	1.00	0.93	0.82	0.78	0.74	0.89	0.79	0.82	0.92	0.85	0.71	0.73	0.79	0.68	0.83	0.70	0.84	0.92	NA	0.64	0.82	0.77	0.77	0.83	0.78	NA	0.85	0.89	0.91	0.96	0.72	0.87	0.81	0.78	0.94	NA	0.74	0.73	0.89	0.90	0.78	0.88	NA	0.52	0.78	0.93	0.89	0.88	1.00	0.96	0.76	0.78	0.83	0.93	0.81	1.00	0.86	NA	0.69	0.92	0.87	0.88	0.75	0.71	0.91	0.84	0.80	0.80
NR_046480|ROGDI|chr16|-	chr16:4846856-4847502	4847185	0.63	0.70	0.64	0.57	0.72	0.64	0.62	0.57	0.61	0.77	0.57	NA	NA	0.60	0.66	0.67	0.66	0.72	0.77	NA	0.63	0.63	0.68	0.52	0.59	NA	NA	0.73	0.67	0.68	0.67	0.68	0.63	0.60	0.57	0.72	NA	0.72	0.58	0.62	0.73	0.58	0.55	NA	NA	0.66	0.59	0.69	0.57	0.71	0.60	0.78	0.67	0.66	0.61	0.69	0.69	0.78	NA	0.73	0.66	0.73	0.58	0.68	0.72	0.70	0.53	0.68	0.58
NM_001802|CDR2|chr16|-	chr16:22357146-22359144	22358977	0.99	NA	0.99	0.99	0.96	0.91	0.99	0.93	0.97	0.99	0.87	0.71	NA	0.95	0.94	0.92	0.93	1.00	NA	NA	0.76	0.92	0.92	0.94	0.90	0.70	NA	0.91	0.98	0.99	0.95	0.87	0.99	0.98	0.95	0.96	NA	0.79	0.88	0.97	0.93	0.92	0.97	NA	0.75	0.89	0.99	0.98	0.94	0.99	0.89	0.92	0.77	NA	0.96	0.99	0.98	0.96	NA	0.77	0.99	0.97	0.97	0.92	0.92	NA	0.98	0.87	0.96
NM_032486|DCTN5|chr16|+	chr16:23678367-23688797	23681153	0.07	0.14	0.07	0.11	0.06	0.14	0.07	0.07	0.10	0.15	0.13	0.17	NA	0.12	0.16	0.15	0.08	0.07	0.06	NA	0.15	0.11	0.17	0.03	0.09	0.13	0.27	0.11	0.08	0.07	0.10	0.05	0.05	0.10	0.07	0.06	NA	0.27	0.20	0.23	0.07	0.15	0.06	NA	0.09	0.14	0.13	0.21	0.11	0.14	0.12	0.19	0.16	0.09	0.15	0.17	0.07	0.15	NA	0.22	0.14	0.08	0.17	0.13	0.13	0.08	0.16	0.08	0.13
NM_003119|SPG7|chr16|+	chr16:89623294-89624170	89623795	1.00	1.00	1.00	0.99	1.00	0.97	0.98	1.00	0.99	1.00	0.98	1.00	1.00	0.99	0.99	1.00	0.94	1.00	1.00	NA	0.97	0.93	0.88	0.90	0.94	0.99	NA	0.99	1.00	1.00	0.98	0.93	1.00	0.99	1.00	1.00	NA	0.97	1.00	1.00	1.00	0.87	0.94	NA	1.00	0.98	1.00	1.00	0.97	1.00	1.00	0.96	0.95	1.00	1.00	1.00	1.00	0.98	NA	1.00	0.98	1.00	0.96	0.99	0.93	1.00	1.00	0.98	0.98
NM_024006|VKORC1|chr16|-	chr16:31102143-31102663	31102447	0.90	1.00	0.96	0.90	0.94	0.84	0.95	0.88	0.88	0.93	0.89	0.92	0.80	0.93	0.90	0.86	0.88	0.96	0.95	NA	0.92	0.85	0.89	0.88	0.94	0.97	NA	0.88	0.96	0.95	0.93	0.79	0.93	0.90	0.88	0.97	NA	0.90	0.82	0.93	0.94	0.87	0.88	NA	0.93	0.92	0.94	0.93	0.86	0.88	0.86	0.91	0.85	0.93	0.96	0.96	1.00	0.95	NA	0.89	0.83	0.95	0.90	0.93	0.82	0.97	0.92	0.84	0.93
NM_001257407|IL4R|chr16|+	chr16:27373572-27376173	27374438	0.94	1.00	1.00	0.91	0.91	0.92	0.99	1.00	0.89	0.98	0.89	0.93	1.00	0.88	0.88	0.87	0.86	0.96	0.90	NA	0.96	0.91	0.85	1.00	0.92	0.85	NA	0.98	0.95	1.00	0.96	0.97	1.00	0.94	0.90	1.00	NA	0.98	0.95	0.96	0.95	0.84	0.99	NA	0.94	0.86	0.98	1.00	0.95	1.00	0.97	0.84	0.93	0.99	1.00	0.95	0.98	0.95	NA	0.97	0.99	0.97	0.99	0.87	0.90	NA	0.95	0.83	0.92
NM_001039182|BOLA2B|chr16|-	chr16:29464478-29465053	29464903	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.01	0.01	0.01	0.02	0.13	0.01	0.00	0.01	0.01	0.00	0.01	0.12	0.01	0.02	0.03	0.00	0.01	0.02	NA	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	NA	0.03	0.02	0.01	0.01	0.00	0.01	0.16	0.02	0.01	0.01	0.00	0.01	0.02	0.03	0.02	0.02	0.01	0.00	0.02	0.01	0.02	NA	0.02	0.00	0.01	0.01	0.02	0.01	0.01	0.00	0.01	0.02
NM_003791|MBTPS1|chr16|-	chr16:84087361-84088250	84088067	1.00	1.00	0.99	0.99	0.99	0.98	0.99	0.99	0.97	1.00	0.95	0.99	NA	0.97	0.99	0.98	0.96	1.00	0.99	NA	1.00	0.95	0.99	0.96	0.97	1.00	NA	1.00	1.00	1.00	1.00	0.98	0.99	0.98	0.98	1.00	NA	1.00	0.99	0.98	1.00	0.99	0.99	NA	1.00	0.96	0.99	1.00	1.00	1.00	0.94	0.99	0.99	0.98	0.96	1.00	1.00	0.99	NA	0.99	1.00	1.00	1.00	0.99	0.99	1.00	1.00	0.98	0.98
NM_005881|BCKDK|chr16|+	chr16:31123441-31125427	31123852	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.02	NA	0.01	0.01	0.02	0.01	0.01	0.01	NA	0.03	0.01	0.01	0.01	0.02	0.05	NA	0.02	0.02	0.01	0.01	0.02	0.01	0.02	0.01	0.01	NA	0.04	0.02	0.02	0.02	0.01	0.02	NA	NA	0.01	0.02	0.01	0.02	0.01	0.01	0.02	0.02	0.01	0.01	0.02	0.01	0.01	NA	0.08	0.02	0.01	0.02	0.02	0.02	0.01	0.01	0.01	0.01
NM_016333|SRRM2|chr16|+	chr16:2820858-2821421	2821055	0.58	0.49	0.49	0.48	0.60	0.48	0.45	0.48	0.44	0.49	0.37	NA	0.96	0.46	0.54	0.49	0.51	0.54	0.50	0.89	0.58	0.45	0.53	0.44	0.51	NA	0.97	0.47	0.48	0.59	0.54	0.57	0.64	0.47	0.52	0.54	0.95	0.66	0.49	0.46	0.58	0.65	0.44	0.75	0.61	0.47	0.46	0.41	0.42	0.49	0.45	0.56	0.39	0.43	0.43	0.52	0.60	0.58	NA	0.68	0.55	0.48	0.45	0.43	0.51	0.55	0.43	0.56	0.49
NM_015247|CYLD|chr16|+	chr16:50830234-50835836	50830605	0.20	0.17	0.22	0.21	0.18	0.38	0.19	0.24	0.21	0.32	0.29	0.23	0.41	0.19	0.25	0.32	0.25	0.21	0.23	NA	0.23	0.22	0.32	0.20	0.34	0.44	NA	0.19	0.14	0.14	0.17	0.17	0.28	0.38	0.21	0.24	0.88	0.40	0.32	0.34	0.20	0.25	0.22	NA	0.25	0.30	0.23	0.27	0.38	0.19	0.20	0.26	0.31	NA	0.21	NA	0.18	0.24	NA	0.35	0.23	0.27	0.22	0.31	0.26	0.24	0.24	0.23	0.28
NM_004360|CDH1|chr16|+	chr16:68867192-68869509	68867404	0.81	0.92	0.92	0.86	0.83	0.78	0.88	0.84	0.88	0.86	0.81	0.68	0.77	0.79	0.79	0.76	0.76	0.82	0.87	0.80	0.69	0.82	0.83	0.82	0.73	0.73	0.81	0.81	0.82	0.90	0.89	0.82	0.83	0.87	0.80	0.88	0.79	0.71	0.79	0.77	0.89	0.71	0.85	1.00	0.64	0.79	0.93	0.88	0.87	0.89	0.86	0.77	0.85	0.90	0.87	0.90	0.92	0.81	1.00	0.65	0.87	0.86	0.87	0.74	0.78	0.92	0.78	0.77	0.82
NM_001797|CDH11|chr16|-	chr16:64977694-64982002	64980879	0.14	0.25	0.22	0.17	0.15	0.16	0.21	0.14	0.13	0.20	0.14	0.08	0.20	0.08	0.15	0.19	0.13	0.17	0.17	0.50	0.12	0.12	0.13	0.15	0.17	NA	0.54	0.12	0.14	0.14	0.19	0.20	0.21	0.20	0.11	0.23	NA	0.14	0.17	0.17	0.23	0.12	0.14	0.65	0.16	0.13	0.20	0.24	0.13	0.36	0.20	0.15	0.12	0.18	0.16	NA	0.30	0.15	NA	0.13	0.19	0.22	0.18	0.11	0.16	NA	0.11	0.17	0.09
NM_014771|RNF40|chr16|+	chr16:30785258-30786562	30785411	0.98	1.00	0.98	0.99	0.98	0.98	0.99	0.99	0.98	0.97	0.98	0.96	NA	0.97	0.96	0.96	0.96	0.99	0.97	NA	0.94	0.98	0.94	1.00	0.97	0.94	NA	0.97	0.99	0.99	0.98	0.99	1.00	0.97	0.97	0.97	NA	0.93	0.98	0.98	0.97	0.95	0.98	NA	0.96	0.99	0.99	0.98	0.97	1.00	0.97	0.97	0.99	0.98	0.99	0.98	0.99	0.99	NA	0.98	0.99	0.98	0.99	0.98	0.98	0.98	0.97	0.96	0.98
NM_018332|DDX19A|chr16|+	chr16:70405827-70407567	70406778	0.69	1.00	0.75	0.58	0.67	0.58	0.73	0.57	0.61	0.75	0.62	0.47	NA	0.55	0.56	0.86	0.62	0.61	0.87	NA	0.45	0.65	0.57	0.72	0.59	0.45	NA	0.69	0.77	0.87	0.78	0.71	0.92	0.70	0.62	0.89	NA	0.48	0.72	0.70	0.82	0.67	0.65	NA	0.38	0.56	0.77	0.86	0.58	0.85	0.75	0.64	0.69	0.81	0.95	0.84	1.00	0.68	NA	0.45	0.80	0.77	0.76	0.64	0.63	0.99	0.74	0.53	0.72
NM_005652|TERF2|chr16|-	chr16:69389376-69390959	69390755	0.89	NA	0.94	0.86	0.82	0.75	0.87	0.83	0.67	0.90	0.82	NA	NA	0.79	0.82	0.79	0.78	0.82	NA	NA	NA	0.80	0.81	0.72	0.85	NA	NA	0.87	0.86	NA	0.84	NA	0.85	0.93	0.83	0.89	NA	0.57	0.83	0.91	NA	0.87	0.87	NA	0.48	0.81	0.87	0.95	0.87	NA	0.89	0.80	0.80	0.95	0.73	0.90	0.92	0.89	NA	0.55	0.92	0.93	0.87	0.80	0.93	NA	0.74	0.77	0.84
