event_id	loci	Proximal_Site	TCGA-E9-A1RC-01A-11R-A157-07	TCGA-BH-A18N-01A-11R-A12D-07	TCGA-E9-A1R7-01A-11R-A14M-07	TCGA-GI-A2C9-01A-11R-A21T-07	TCGA-BH-A0AZ-01A-21R-A12P-07	TCGA-BH-A0DH-01A-11R-A084-07	TCGA-BH-A0B8-01A-21R-A056-07	TCGA-BH-A1EV-01A-11R-A137-07	TCGA-E9-A1RH-01A-21R-A169-07	TCGA-E9-A1NA-01A-11R-A144-07	TCGA-BH-A0BM-01A-11R-A056-07	TCGA-E2-A1L7-01A-11R-A144-07	TCGA-BH-A0BV-01A-11R-A00Z-07	TCGA-BH-A18S-01A-11R-A12D-07	TCGA-BH-A0DP-01A-21R-A056-07	TCGA-BH-A0BZ-01A-31R-A12P-07	TCGA-BH-A0H9-01A-11R-A056-07	TCGA-BH-A18P-01A-11R-A12D-07	TCGA-BH-A18U-01A-21R-A12D-07	TCGA-BH-A0BT-01A-11R-A12P-07	TCGA-BH-A0E1-01A-11R-A056-07	TCGA-AC-A23H-01A-11R-A157-07	TCGA-BH-A209-01A-11R-A157-07	TCGA-BH-A0DK-01A-21R-A056-07	TCGA-E9-A1RF-01A-11R-A157-07	TCGA-BH-A203-01A-12R-A169-07	TCGA-BH-A18L-01A-32R-A12D-07	TCGA-A7-A0DC-01A-11R-A00Z-07	TCGA-A7-A0DC-01B-04R-A22O-07	TCGA-AC-A2FF-01A-11R-A17B-07	TCGA-BH-A0AY-01A-21R-A00Z-07	TCGA-BH-A1FC-01A-11R-A13Q-07	TCGA-E2-A153-01A-12R-A12D-07	TCGA-BH-A0BA-01A-11R-A056-07	TCGA-BH-A0E0-01A-11R-A056-07	TCGA-BH-A0DT-01A-21R-A12D-07	TCGA-BH-A18R-01A-11R-A12D-07	TCGA-E9-A1N9-01A-11R-A14D-07	TCGA-E2-A15I-01A-21R-A137-07	TCGA-AC-A2FB-01A-11R-A17B-07	TCGA-BH-A0BQ-01A-21R-A115-07	TCGA-BH-A0B7-01A-12R-A115-07	TCGA-BH-A0C3-01A-21R-A12P-07	TCGA-BH-A18Q-01A-12R-A12D-07	TCGA-E9-A1N6-01A-11R-A144-07	TCGA-BH-A18J-01A-11R-A12D-07	TCGA-E2-A1LB-01A-11R-A144-07	TCGA-A7-A0DB-01A-11R-A277-07	TCGA-A7-A0DB-01A-11R-A00Z-07	TCGA-A7-A0DB-01C-02R-A277-07	TCGA-BH-A1F2-01A-31R-A13Q-07	TCGA-A7-A13G-01B-04R-A22O-07	TCGA-A7-A13G-01A-11R-A13Q-07	TCGA-BH-A0B5-01A-11R-A12P-07	TCGA-BH-A18V-01A-11R-A12D-07	TCGA-BH-A1EN-01A-11R-A13Q-07	TCGA-BH-A18M-01A-11R-A12D-07	TCGA-BH-A0BS-01A-11R-A12P-07	TCGA-BH-A0HA-01A-11R-A12P-07	TCGA-BH-A0DL-01A-11R-A115-07	TCGA-BH-A204-01A-11R-A157-07	TCGA-BH-A1FU-01A-11R-A14D-07	TCGA-A7-A0CE-01A-11R-A00Z-07	TCGA-E2-A15M-01A-11R-A12D-07	TCGA-E9-A1RD-01A-11R-A157-07	TCGA-BH-A0BJ-01A-11R-A056-07	TCGA-BH-A0BW-01A-11R-A115-07	TCGA-BH-A0C0-01A-21R-A056-07	TCGA-BH-A18K-01A-11R-A12D-07	TCGA-E9-A1ND-01A-11R-A144-07	TCGA-BH-A0BC-01A-22R-A084-07	TCGA-BH-A1EU-01A-11R-A137-07	TCGA-A7-A0CH-01A-21R-A00Z-07	TCGA-E9-A1RB-01A-11R-A157-07	TCGA-BH-A208-01A-11R-A157-07	TCGA-BH-A0H5-01A-21R-A115-07	TCGA-BH-A0HK-01A-11R-A056-07	TCGA-E2-A1LS-01A-12R-A157-07	TCGA-E2-A1BC-01A-11R-A12P-07	TCGA-A7-A0D9-01A-31R-A056-07	TCGA-BH-A0DO-01B-11R-A12D-07	TCGA-BH-A0H7-01A-13R-A056-07	TCGA-A7-A13F-01A-11R-A12P-07	TCGA-A7-A13E-01A-11R-A277-07	TCGA-A7-A13E-01B-06R-A277-07	TCGA-A7-A13E-01A-11R-A12P-07	TCGA-BH-A0DZ-01A-11R-A00Z-07	TCGA-E9-A1RI-01A-11R-A169-07	TCGA-E2-A15K-01A-11R-A12P-07	TCGA-BH-A0DG-01A-21R-A12P-07	TCGA-E9-A1NF-01A-11R-A14D-07	TCGA-E2-A1IG-01A-11R-A144-07	TCGA-E2-A158-01A-11R-A12D-07	TCGA-BH-A0AU-01A-11R-A12P-07	TCGA-BH-A1FN-01A-11R-A13Q-07	TCGA-BH-A0DQ-01A-11R-A084-07	TCGA-BH-A0DV-01A-21R-A12P-07	TCGA-E9-A1N5-01A-11R-A14D-07	TCGA-BH-A0DD-01A-31R-A12P-07	TCGA-E2-A1LH-01A-11R-A14D-07	TCGA-E9-A1NG-01A-21R-A14M-07	TCGA-BH-A1EO-01A-11R-A137-07	TCGA-E9-A1N4-01A-11R-A14M-07	TCGA-BH-A1FB-01A-11R-A13Q-07	TCGA-GI-A2C8-01A-11R-A16F-07
NM_001199570|CLIP3|chr19|-	chr19:36505533-36507114	36506516	NA	NA	0.95	0.93	1.00	0.85	0.92	NA	NA	NA	0.94	0.98	NA	NA	0.97	0.91	NA	NA	NA	NA	1.00	NA	NA	0.97	0.99	NA	NA	0.77	NA	0.97	0.99	NA	0.97	0.85	NA	0.96	NA	NA	0.98	0.98	1.00	0.99	0.95	NA	0.99	1.00	NA	NA	NA	NA	1.00	NA	NA	0.99	NA	NA	0.93	NA	1.00	NA	0.97	0.96	NA	0.93	NA	0.97	0.91	NA	0.95	NA	1.00	0.96	NA	NA	0.97	1.00	0.91	NA	0.96	0.86	0.99	1.00	0.97	NA	NA	NA	0.95	0.96	NA	0.98	0.89	0.96	NA	0.92	0.99	0.97	0.97	0.88	0.94	1.00	0.98	0.97	NA	0.96	0.96
NM_031310|PLVAP|chr19|-	chr19:17462261-17463177	17463027	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_000435|NOTCH3|chr19|-	chr19:15270295-15272525	15272375	0.75	0.77	0.79	0.85	0.76	0.83	0.73	0.80	0.71	0.77	0.89	0.81	0.75	0.80	0.83	0.78	0.91	0.73	0.71	0.81	0.77	0.77	0.64	0.77	0.78	0.73	0.78	0.70	0.47	0.76	0.77	0.80	0.77	0.78	0.88	0.78	0.72	0.77	0.78	0.76	0.87	0.80	0.72	0.74	0.77	0.76	0.78	0.35	0.79	0.74	0.80	0.48	0.74	0.72	0.72	0.75	0.73	0.72	0.78	0.78	0.72	0.76	0.74	0.68	0.73	0.82	0.77	0.87	0.78	0.79	0.84	0.76	0.70	0.76	0.70	0.77	0.77	0.75	0.73	0.72	0.78	0.75	0.76	0.30	NA	0.75	0.76	0.76	0.78	0.77	0.77	0.79	0.76	0.65	0.80	0.82	0.73	0.79	0.74	0.89	0.81	0.83	0.75	0.76	0.80
NM_005628|SLC1A5|chr19|-	chr19:47278138-47279004	47278854	0.95	0.96	0.96	0.92	0.96	0.92	0.85	0.87	0.91	0.85	0.98	0.92	0.88	0.90	0.87	0.92	0.88	0.81	0.90	0.96	0.84	0.90	0.99	0.91	0.97	0.94	0.88	0.88	0.92	0.91	0.93	0.91	0.93	0.90	0.91	0.88	0.86	0.90	0.90	0.88	0.91	0.88	0.89	0.86	0.94	0.86	0.90	0.81	0.94	NA	0.86	0.84	0.84	0.88	0.89	0.92	0.92	0.87	1.00	0.92	0.90	0.90	0.89	0.91	0.91	0.86	0.90	0.89	0.96	0.92	0.92	0.90	0.98	0.92	0.96	0.92	0.88	0.92	0.94	0.86	0.92	0.86	0.92	0.96	NA	0.93	0.96	0.93	0.94	0.90	0.98	0.95	0.90	0.90	0.89	0.94	0.88	0.89	0.89	0.99	0.94	0.90	0.88	0.83	0.95
NM_001129995|KCTD15|chr19|+	chr19:34303694-34307491	34306429	0.52	0.49	NA	NA	NA	NA	0.52	0.48	0.39	0.47	NA	0.58	NA	NA	NA	0.54	0.56	0.51	NA	0.65	NA	0.53	0.66	NA	NA	0.57	NA	0.52	NA	NA	0.62	NA	0.62	0.49	NA	NA	0.51	0.54	0.49	NA	NA	0.52	0.35	NA	0.55	0.55	0.55	NA	NA	NA	NA	NA	NA	0.51	NA	0.55	0.53	NA	NA	0.55	NA	0.48	0.53	NA	NA	0.51	0.43	NA	0.64	0.50	0.55	NA	NA	0.67	NA	NA	NA	NA	0.49	0.49	NA	0.52	0.55	0.44	NA	0.48	0.67	NA	NA	0.59	0.62	0.53	0.55	0.47	0.65	0.57	0.54	0.52	0.44	NA	0.51	0.60	NA	0.55	NA
NM_015603|CCDC9|chr19|+	chr19:47774530-47775201	47774867	0.39	0.29	0.23	0.27	0.38	0.44	0.26	0.34	0.33	0.41	0.67	0.46	0.27	0.31	0.48	0.38	0.41	0.22	0.40	0.48	0.36	0.45	0.26	0.31	0.46	0.41	0.45	0.31	NA	0.40	0.26	0.64	0.31	0.31	0.60	0.40	0.38	0.31	0.34	0.36	0.40	0.29	0.35	0.34	0.40	0.33	0.38	NA	0.33	NA	NA	NA	0.32	0.34	0.46	0.49	0.34	0.34	0.42	0.39	NA	0.35	0.43	0.30	0.53	0.34	0.35	0.43	0.43	0.42	0.44	0.36	0.39	0.51	0.39	0.40	0.29	NA	0.28	0.30	0.41	0.28	0.45	NA	NA	0.41	0.43	0.47	0.39	0.41	0.34	0.35	0.35	0.34	0.57	0.36	0.35	0.56	0.34	0.64	0.34	0.47	0.33	0.30	0.36
NM_024327|ZNF576|chr19|+	chr19:44102982-44105392	44103493	0.25	0.35	0.40	0.23	0.29	0.19	0.36	0.27	0.18	0.18	0.45	0.34	0.26	0.28	0.31	0.27	0.21	0.35	0.38	0.24	0.34	0.22	NA	0.24	0.26	0.28	0.28	0.45	NA	0.34	0.20	0.25	0.26	0.33	0.26	0.29	0.31	NA	0.45	0.35	0.23	0.35	0.26	0.37	0.28	0.28	0.24	0.27	0.32	NA	0.35	NA	0.34	0.26	0.37	0.32	0.30	0.31	0.32	0.37	0.69	0.37	0.42	0.44	0.42	0.37	0.30	0.16	0.38	0.25	0.25	0.54	0.37	0.33	0.48	0.30	0.36	0.65	0.39	0.48	0.35	0.28	0.31	NA	NA	0.26	0.13	0.45	0.24	0.19	0.24	0.29	0.49	0.34	0.23	0.26	0.32	0.31	0.38	0.25	0.33	0.53	0.39	0.46	0.37
NM_207518|PRKACA|chr19|-	chr19:14202507-14204049	14203899	0.89	0.83	0.74	0.86	0.93	0.88	0.92	0.82	0.72	0.80	0.97	0.90	0.88	0.85	0.87	0.97	0.85	0.76	0.83	0.95	0.83	0.88	0.89	0.97	0.95	0.90	0.84	0.79	NA	0.93	0.93	0.84	0.94	0.83	0.88	0.93	0.74	0.81	0.86	0.91	0.90	0.85	0.82	0.86	0.87	0.86	0.93	0.32	0.91	0.83	1.00	0.94	0.83	0.84	0.84	0.84	0.86	0.80	0.91	0.85	0.95	0.85	0.85	0.65	0.95	0.82	0.75	0.86	0.96	0.91	0.88	0.73	0.86	0.90	0.93	0.85	0.90	1.00	0.63	0.90	0.89	0.82	0.88	0.31	0.64	0.90	0.78	0.93	0.91	0.95	0.94	0.88	0.86	0.84	0.98	0.85	0.87	0.85	0.80	1.00	0.86	0.94	0.75	0.76	0.94
NM_017703|FBXL12|chr19|-	chr19:9920917-9922393	9922171	0.81	0.80	0.82	0.86	0.74	0.89	0.83	0.82	0.85	0.87	NA	0.84	0.84	0.86	0.94	0.84	0.88	0.82	0.74	0.84	0.85	0.87	0.79	0.79	0.89	NA	NA	NA	NA	0.81	0.79	0.88	0.88	0.90	NA	0.83	0.84	0.89	0.90	0.88	0.92	0.83	0.90	0.82	NA	0.86	0.90	NA	0.81	NA	0.68	NA	0.89	0.81	0.83	0.84	0.81	0.83	NA	0.83	NA	0.85	0.85	0.84	0.79	0.86	0.83	0.88	NA	0.91	0.87	0.83	NA	0.84	0.78	0.87	NA	0.82	0.81	0.89	0.88	0.86	NA	0.83	NA	0.83	0.87	0.91	0.83	0.82	0.89	0.84	0.80	0.86	0.85	0.86	0.87	0.94	0.83	NA	0.87	0.78	0.88	0.87	0.90
NM_207333|ZNF320|chr19|-	chr19:53379429-53385236	53383774	0.60	0.70	0.57	NA	NA	NA	NA	0.56	0.60	NA	NA	NA	0.56	0.69	NA	NA	NA	0.67	0.70	NA	NA	0.70	NA	NA	0.78	NA	0.64	0.77	NA	0.73	NA	NA	NA	0.70	NA	0.78	0.60	0.67	0.74	0.70	NA	0.80	0.61	0.70	NA	NA	NA	0.45	NA	0.55	0.86	NA	0.65	0.70	NA	NA	0.66	0.61	NA	NA	0.67	0.64	0.65	0.60	0.67	0.69	0.57	NA	0.88	NA	NA	0.65	0.69	0.75	NA	NA	NA	NA	0.63	0.67	0.68	0.71	NA	NA	NA	NA	NA	0.70	NA	NA	NA	NA	0.75	NA	0.78	NA	NA	0.61	0.69	NA	0.71	0.68	0.59	0.55	NA
NM_145296|CADM4|chr19|-	chr19:44126521-44127591	44127335	0.31	0.51	0.32	0.42	0.43	0.37	0.40	0.37	0.39	0.38	0.50	0.41	0.39	0.40	0.37	0.47	0.35	0.37	0.39	0.50	0.37	0.37	0.42	0.45	0.34	0.35	NA	0.39	NA	0.40	0.58	0.36	0.47	0.37	0.48	0.38	0.36	0.36	0.41	0.37	0.39	0.41	0.40	0.38	0.41	0.40	0.44	0.38	0.40	NA	0.48	0.71	0.37	0.39	0.31	0.37	0.36	0.36	0.75	0.49	0.40	0.37	0.41	0.36	0.34	0.38	0.37	0.28	0.49	0.37	0.34	0.37	0.48	0.32	0.46	0.43	0.39	0.47	0.56	0.39	0.40	0.42	0.42	0.40	NA	0.42	0.32	0.38	0.39	0.31	0.49	0.38	0.34	0.40	0.36	0.39	0.41	0.36	0.39	0.51	0.34	0.40	0.30	0.35	0.38
NM_130807|MOB3A|chr19|-	chr19:2071015-2073423	2073273	0.96	0.94	1.00	0.94	0.92	0.88	0.92	0.88	0.92	0.91	0.98	0.98	0.95	0.90	0.90	0.93	0.94	0.92	0.97	NA	0.91	0.96	1.00	0.93	0.97	0.97	0.93	0.88	NA	0.95	0.89	1.00	0.94	0.90	0.95	0.99	0.94	0.93	0.99	1.00	0.93	0.87	0.95	0.97	0.88	0.94	0.95	0.52	0.95	NA	1.00	NA	0.95	0.88	0.99	0.98	0.93	0.99	0.90	0.93	1.00	0.95	0.98	1.00	1.00	0.94	0.96	0.89	0.94	0.97	0.94	0.94	0.95	0.97	0.94	0.91	0.92	NA	0.90	0.97	0.93	0.95	0.91	NA	NA	NA	0.86	0.97	0.93	0.97	0.97	0.94	NA	0.88	1.00	0.93	0.96	0.85	0.95	0.94	0.94	1.00	0.97	0.95	0.96
NM_018154|ASF1B|chr19|-	chr19:14230333-14231477	14231319	1.00	1.00	1.00	1.00	0.99	1.00	0.95	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.98	1.00	1.00	0.97	1.00	NA	1.00	0.91	1.00	0.92	1.00	1.00	1.00	1.00	1.00	0.99	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	0.85	1.00	NA	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	0.97	NA	0.96	1.00	0.74	NA	1.00	0.98	1.00	0.99	0.97	1.00	0.97	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	NA
NM_018074|CCDC94|chr19|+	chr19:4268580-4269088	4268736	0.92	0.89	0.92	0.92	1.00	0.94	0.74	0.95	1.00	0.86	1.00	0.78	0.85	0.92	0.96	1.00	0.92	0.81	1.00	0.96	0.95	0.96	NA	0.76	0.95	0.94	0.95	0.98	NA	0.98	1.00	0.97	0.89	0.91	NA	0.98	0.99	0.95	0.99	0.91	0.93	0.74	1.00	0.84	0.96	0.92	0.93	NA	0.97	NA	1.00	NA	0.97	0.96	NA	0.99	0.98	0.95	0.96	0.86	NA	0.93	NA	0.96	1.00	0.90	0.74	0.98	1.00	1.00	0.92	0.99	1.00	NA	NA	0.80	0.70	NA	1.00	0.86	0.80	0.77	0.85	NA	NA	0.70	0.90	0.99	0.94	0.96	0.98	0.79	NA	NA	1.00	0.86	1.00	0.92	0.88	1.00	0.98	1.00	0.90	0.96	0.98
NM_182919|TICAM1|chr19|-	chr19:4815931-4818528	4816657	0.78	0.67	0.72	0.81	NA	NA	NA	NA	0.48	0.89	NA	NA	0.90	0.82	0.82	0.79	NA	0.71	0.69	NA	0.95	NA	NA	0.96	NA	NA	NA	NA	NA	0.68	NA	0.77	0.85	0.76	NA	0.92	NA	NA	0.62	NA	1.00	NA	0.61	NA	0.89	NA	NA	NA	0.81	NA	NA	NA	0.68	0.62	0.62	0.62	0.77	0.58	NA	NA	NA	0.84	NA	NA	NA	0.88	0.64	0.87	NA	0.90	NA	NA	0.80	NA	NA	NA	NA	NA	0.45	0.82	0.88	NA	0.86	0.58	NA	0.85	NA	NA	NA	NA	0.88	0.75	NA	NA	0.95	NA	0.77	0.84	0.69	NA	0.93	0.82	0.80	0.68	0.86
NM_031485|GRWD1|chr19|+	chr19:48955964-48957722	48957143	0.05	0.05	0.05	0.04	0.05	0.01	0.02	0.04	0.05	0.03	0.06	0.03	0.01	0.02	0.02	0.04	0.02	0.04	0.06	0.04	0.02	0.05	0.08	0.01	0.03	0.04	0.03	0.03	NA	0.07	0.04	0.04	0.03	0.05	0.07	0.05	0.04	0.04	0.12	0.05	0.02	0.02	0.04	0.05	0.04	0.04	0.03	0.04	0.03	NA	NA	NA	0.05	0.04	0.07	0.05	0.04	0.04	0.06	0.04	0.07	0.04	0.03	0.06	0.05	0.04	0.03	0.03	0.05	0.03	0.01	0.18	0.08	0.06	0.07	0.04	0.03	NA	0.05	0.02	0.03	0.05	0.04	NA	NA	0.06	0.01	0.06	0.03	0.04	0.03	0.03	0.11	0.05	0.10	0.04	0.02	0.06	0.08	0.06	0.02	0.03	0.02	0.07	0.08
NM_005370|RAB8A|chr19|+	chr19:16243021-16245016	16244366	0.13	0.14	0.15	0.13	0.17	0.21	0.04	0.12	0.22	0.20	0.31	0.18	0.09	0.17	0.17	0.18	0.13	0.17	0.14	0.33	0.15	0.13	0.27	0.12	0.20	0.22	0.13	0.23	0.04	0.15	0.10	0.16	0.20	0.19	0.19	0.19	0.21	0.16	0.19	0.17	0.16	0.16	0.23	0.16	0.12	0.17	0.17	0.12	0.13	0.39	0.30	0.02	0.10	0.22	0.15	0.21	0.14	0.16	0.45	0.22	0.28	0.12	0.27	0.20	0.17	0.11	0.15	0.23	0.28	0.21	0.17	0.21	0.18	0.23	0.22	0.14	0.11	0.40	0.18	0.12	0.16	0.17	0.14	0.15	NA	0.17	0.19	0.21	0.22	0.16	0.25	0.18	0.22	0.16	0.21	0.18	0.15	0.16	0.14	0.34	0.21	0.16	0.16	0.13	0.14
NM_002096|GTF2F1|chr19|-	chr19:6378404-6380496	6379675	0.08	0.11	0.10	0.08	0.06	0.11	0.11	0.06	0.10	0.08	0.09	0.10	0.07	0.06	0.08	0.07	0.09	0.08	0.10	0.08	0.06	0.07	0.07	0.07	0.08	0.07	0.10	0.08	0.19	0.10	0.09	0.06	0.06	0.10	0.09	0.09	0.06	0.08	0.13	0.08	0.07	0.07	0.05	0.07	0.08	0.08	0.07	0.07	0.08	0.20	0.14	0.14	0.07	0.07	0.07	0.07	0.10	0.12	0.08	0.04	0.17	0.08	0.07	0.10	0.12	0.10	0.06	0.08	0.07	0.05	0.07	0.12	0.09	0.10	0.09	0.08	0.08	0.05	0.12	0.08	0.07	0.07	0.07	NA	NA	0.10	0.08	0.13	0.07	0.05	0.08	0.08	0.05	0.08	0.08	0.09	0.10	0.12	0.10	0.05	0.11	0.13	0.11	0.14	0.08
NM_138774|R3HDM4|chr19|-	chr19:895680-897540	896527	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.03	0.02	0.01	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.01	0.01	0.02	0.01	0.02	0.02	0.01	0.01	NA	0.01	0.01	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.01	0.02	0.02	0.02	0.02	0.01	0.01	0.01	NA	0.03	0.05	0.01	0.02	0.02	0.02	0.02	0.01	0.03	0.02	0.02	0.01	0.01	0.03	0.02	0.01	0.02	0.01	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.01	0.01	0.03	0.02	0.01	0.02	0.02	0.01	0.01	NA	0.02	0.01	0.02	0.02	0.01	0.03	0.02	0.01	0.02	0.03	0.02	0.02	0.01	0.02	0.02	0.02	0.01	0.01	0.01	0.01
NM_032377|ELOF1|chr19|-	chr19:11663860-11664625	11664475	1.00	1.00	0.95	1.00	0.99	1.00	1.00	1.00	0.89	0.96	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.96	0.93	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	0.96	1.00	1.00	1.00	1.00	0.98	0.98	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.96	1.00	NA	0.95	NA	0.94	1.00	0.99	0.99	1.00	0.92	1.00	1.00	0.74	0.99	1.00	0.95	0.94	0.99	0.93	0.99	1.00	1.00	1.00	0.92	1.00	1.00	1.00	1.00	1.00	1.00	0.87	1.00	1.00	0.98	1.00	1.00	NA	1.00	1.00	0.95	1.00	0.99	1.00	0.97	1.00	1.00	1.00	1.00	1.00	0.99	0.99	1.00	1.00	1.00	0.94	0.96	1.00
NM_006503|PSMC4|chr19|+	chr19:40487098-40488616	40487309	0.06	0.12	0.08	0.06	0.05	0.04	0.07	0.06	0.02	0.02	0.06	0.11	0.08	0.07	0.07	0.03	0.05	0.05	0.11	0.03	0.05	0.07	0.06	0.03	0.04	0.06	0.06	0.11	0.14	0.09	0.03	0.04	0.05	0.08	0.03	0.09	0.06	0.11	0.11	0.10	0.04	0.13	0.03	0.10	0.08	0.10	0.05	0.06	0.04	0.38	0.12	0.10	0.08	0.07	0.05	0.08	0.07	0.08	0.03	0.03	0.18	0.06	0.06	0.06	0.06	0.07	0.13	0.05	0.03	0.05	0.05	0.12	0.06	0.07	0.06	0.06	0.09	0.04	0.12	0.09	0.10	0.06	0.08	0.06	0.37	0.04	0.06	0.12	0.05	0.04	0.04	0.10	0.08	0.16	0.07	0.04	0.04	0.15	0.13	0.03	0.06	0.11	0.09	0.11	0.13
NM_175063|C19orf63|chr19|+	chr19:50985405-50988285	50986576	0.10	0.10	0.19	0.05	0.10	0.07	0.10	0.08	0.14	0.06	0.14	0.07	0.08	0.12	0.08	0.05	0.08	0.10	0.12	0.07	0.08	0.13	0.22	0.07	0.12	0.26	0.08	0.09	NA	0.15	0.08	NA	0.09	0.08	0.10	0.17	0.12	0.10	0.10	0.17	0.09	0.10	0.08	0.10	0.07	0.09	0.10	0.06	0.08	NA	0.29	0.24	0.11	0.10	0.11	0.17	0.09	0.14	0.06	0.09	0.35	0.06	0.09	0.17	0.19	0.09	0.05	0.07	0.10	0.07	0.07	0.26	0.10	0.20	0.20	0.10	0.12	0.42	0.14	0.11	0.10	0.10	0.15	0.08	NA	0.07	0.03	0.21	0.09	0.09	0.08	0.08	0.14	0.11	0.12	0.09	0.09	0.10	0.11	0.09	0.07	0.14	0.15	0.17	0.08
NM_014931|PPP6R1|chr19|-	chr19:55740365-55741899	55741192	0.08	0.06	0.06	0.06	0.05	0.04	0.03	0.04	0.06	0.07	0.11	0.09	0.06	0.05	0.04	0.05	0.05	0.07	0.08	0.05	0.06	0.03	0.06	0.05	0.07	0.07	0.04	0.07	NA	0.06	0.04	0.03	0.08	0.11	0.03	0.05	0.06	0.07	0.10	0.05	0.03	0.06	0.06	0.15	0.06	0.05	0.05	0.10	0.04	NA	0.05	NA	0.04	0.07	0.05	0.05	0.05	0.03	0.04	0.07	0.04	0.07	0.11	0.10	0.06	0.07	0.07	0.04	0.05	0.04	0.03	0.10	0.04	0.08	0.05	0.06	0.03	0.06	0.04	0.05	0.09	0.08	0.05	NA	NA	0.13	0.05	0.05	0.06	0.05	0.04	0.12	0.07	0.08	0.13	0.06	0.05	0.09	0.10	0.07	0.06	0.04	0.05	0.08	0.05
NM_001256647|NR1H2|chr19|+	chr19:50885712-50886356	50886027	0.62	0.64	0.52	0.51	0.72	0.64	0.65	0.56	0.66	0.62	0.77	0.60	0.61	0.59	0.64	0.69	0.48	0.63	0.72	0.68	0.65	0.62	0.76	0.66	0.64	0.58	0.65	0.66	NA	0.61	0.61	0.58	0.73	0.64	0.71	0.63	0.65	0.65	0.67	0.61	0.70	0.67	0.62	0.65	0.61	0.68	0.59	0.72	0.61	NA	0.72	NA	0.62	0.68	0.65	0.68	0.65	0.64	0.74	0.71	0.78	0.61	0.66	0.66	0.66	0.58	0.65	0.69	0.68	0.64	0.61	0.67	0.76	0.64	0.78	0.66	0.59	0.77	0.49	0.58	0.65	0.61	0.60	0.77	NA	0.63	0.71	0.60	0.61	0.65	0.65	0.55	0.68	0.68	0.64	0.64	0.69	0.58	0.67	0.74	0.54	0.63	0.52	0.61	0.65
NM_145295|ZNF627|chr19|+	chr19:11727509-11730019	11727699	0.93	0.97	0.93	0.91	NA	0.97	0.93	1.00	NA	0.96	NA	0.97	0.96	0.95	0.95	0.95	0.97	0.93	0.93	0.98	0.94	0.92	0.99	0.92	0.96	0.97	0.97	0.97	NA	0.95	NA	0.99	NA	0.93	NA	0.98	0.92	0.94	0.98	0.96	NA	0.93	0.96	0.94	0.98	NA	NA	0.85	0.98	0.88	1.00	NA	0.97	0.94	0.94	0.88	0.96	0.95	NA	0.92	0.98	0.93	0.98	0.97	0.97	0.91	0.92	0.95	NA	0.96	0.96	0.96	0.94	0.97	0.95	0.97	NA	NA	0.95	0.94	0.98	0.94	0.95	0.93	NA	0.95	0.92	0.98	0.92	0.98	NA	0.96	0.98	0.91	1.00	0.96	0.95	0.86	0.93	NA	0.98	0.95	0.97	0.96	0.97
