event_id	loci	Proximal_Site	TCGA-CV-7235-01A-11R-2016-07	TCGA-CV-6962-01A-11R-1915-07	TCGA-HD-A6I0-01A-11R-A31N-07	TCGA-CV-7255-01A-11R-2016-07	TCGA-CV-6935-01A-11R-1915-07	TCGA-CV-6939-01A-11R-1915-07	TCGA-CV-7250-01A-11R-2016-07	TCGA-CV-6936-01A-11R-1915-07	TCGA-CV-6938-01A-11R-1915-07	TCGA-CV-7440-01A-11R-2132-07	TCGA-CV-7425-01A-11R-2081-07	TCGA-CV-7177-01A-11R-2016-07	TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-6955-01A-11R-2016-07	TCGA-CV-7091-01A-11R-2016-07	TCGA-CV-6960-01A-41R-2016-07	TCGA-CV-7261-01A-11R-2016-07	TCGA-CV-7432-01A-11R-2132-07	TCGA-CV-7252-01A-11R-2016-07	TCGA-CV-6934-01A-11R-1915-07	TCGA-CV-7434-01A-11R-2132-07	TCGA-CV-7183-01A-11R-2016-07	TCGA-CV-6956-01A-21R-2016-07	TCGA-HD-A6HZ-01A-12R-A31N-07	TCGA-CV-7438-01A-21R-2132-07	TCGA-CV-7103-01A-21R-2016-07	TCGA-CV-7097-01A-11R-2016-07	TCGA-CV-7101-01A-11R-2016-07	TCGA-CV-6959-01A-11R-1915-07	TCGA-CV-7437-01A-21R-2132-07	TCGA-HD-8635-01A-11R-2403-07	TCGA-CV-7424-01A-11R-2081-07	TCGA-CV-7242-01A-11R-2016-07	TCGA-CV-7406-01A-11R-2081-07	TCGA-WA-A7GZ-01A-11R-A34R-07	TCGA-H7-A6C4-01A-11R-A30B-07	TCGA-CV-7178-01A-21R-2016-07	TCGA-CV-7238-01A-11R-2016-07	TCGA-CV-7423-01A-11R-2081-07	TCGA-CV-7245-01A-11R-2016-07	TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-7416-01A-11R-2081-07	TCGA-CV-6961-01A-21R-1915-07
NM_001130020|ATP6V0A1|chr17|+	chr17:40673044-40674607	40673206	1.00	1.00	NA	0.99	0.99	1.00	1.00	1.00	0.97	1.00	1.00	0.98	1.00	1.00	0.99	0.99	1.00	0.99	1.00	0.99	1.00	1.00	0.99	1.00	0.99	1.00	0.99	1.00	0.99	0.99	0.99	1.00	1.00	1.00	0.96	1.00	0.99	1.00	0.99	0.99	1.00	0.99	1.00
NM_004589|SCO1|chr17|-	chr17:10582664-10584570	10583847	0.10	0.14	NA	0.12	0.15	0.20	0.13	0.16	0.13	0.12	0.11	0.15	0.12	0.18	0.14	0.10	0.14	0.10	0.14	0.12	0.12	NA	0.14	0.21	0.14	0.12	0.12	0.15	0.14	0.12	0.11	0.11	0.11	0.13	0.14	0.15	0.15	0.13	NA	0.08	0.13	0.13	0.09
NM_004712|HGS|chr17|+	chr17:79668537-79669152	79668829	0.95	0.98	1.00	1.00	0.96	0.98	0.98	0.98	1.00	1.00	0.97	0.96	0.99	0.95	0.94	0.99	0.96	0.96	0.98	1.00	0.96	1.00	1.00	1.00	0.97	0.98	0.97	0.98	0.96	0.99	0.97	0.97	0.95	0.95	0.99	1.00	0.96	0.99	0.98	0.99	0.96	0.95	0.94
NM_002265|KPNB1|chr17|+	chr17:45759769-45762478	45760951	0.10	0.09	0.27	0.18	0.45	0.33	0.18	0.22	0.25	0.15	0.28	0.28	0.17	0.17	0.12	0.20	0.07	0.24	0.22	0.27	0.16	0.23	0.35	0.18	0.33	0.16	0.30	0.11	0.17	0.15	0.37	0.16	0.17	0.16	0.18	0.28	0.18	0.17	0.15	0.10	0.28	0.28	0.10
NM_007026|DUSP14|chr17|+	chr17:35872282-35873606	35873054	0.75	0.74	NA	0.69	0.70	0.82	0.81	0.69	0.96	0.70	0.80	0.61	0.84	0.75	0.78	0.77	0.80	0.76	0.76	0.84	0.73	0.84	0.91	0.97	0.81	0.83	0.75	0.73	0.61	0.80	0.76	0.99	0.83	0.68	0.83	0.90	0.78	0.84	0.68	0.73	0.67	0.65	0.68
NM_003488|AKAP1|chr17|+	chr17:55197610-55198675	55197782	0.83	0.81	NA	0.76	0.73	0.92	0.82	0.75	0.88	0.77	0.71	0.93	0.79	0.69	0.89	0.92	0.70	0.82	0.88	0.89	0.83	NA	0.87	0.97	0.86	0.89	0.64	0.75	0.72	0.80	0.83	0.93	0.84	0.77	0.70	0.90	0.78	0.94	0.81	0.78	0.73	0.77	0.71
NM_178518|TMEM102|chr17|+	chr17:7339512-7341649	7340268	0.20	0.18	0.46	0.07	0.22	0.15	0.19	0.14	0.19	0.12	0.10	0.09	0.19	0.17	0.21	0.23	0.17	0.16	0.18	0.13	0.20	0.10	0.09	0.24	0.20	0.20	0.08	0.18	0.19	0.16	0.15	0.20	0.19	0.19	0.23	0.12	0.13	0.27	0.11	0.15	0.22	0.16	0.20
NM_006907|PYCR1|chr17|-	chr17:79890263-79891252	79890702	0.98	0.96	1.00	0.99	0.99	0.87	0.99	0.89	1.00	0.94	NA	0.95	1.00	NA	0.97	1.00	0.94	0.93	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.96	0.90	0.94	0.97	0.92	1.00	1.00	0.98	1.00	1.00	0.97	1.00	0.90	0.98	1.00	0.95	0.88
NM_016507|CDK12|chr17|+	chr17:37686856-37690807	37688505	0.43	0.62	NA	0.48	0.61	0.75	0.74	0.51	0.93	0.57	0.59	0.57	0.61	0.66	0.69	0.57	0.51	0.55	0.66	0.69	0.46	0.67	0.58	0.84	0.90	0.81	0.56	0.56	0.45	0.66	0.56	1.00	0.73	0.67	0.73	0.88	0.52	0.76	0.57	0.53	0.51	0.57	0.47
NM_001243746|FAM20A|chr17|-	chr17:66531207-66533882	66533303	0.08	NA	NA	NA	NA	0.18	0.07	0.11	0.09	0.14	NA	NA	0.10	0.13	0.11	NA	NA	NA	NA	0.10	NA	NA	NA	0.16	0.11	NA	0.10	0.11	NA	0.10	NA	0.18	NA	0.13	0.06	NA	0.14	0.07	NA	0.11	0.11	0.12	0.11
NM_001204410|SEC14L1|chr17|+	chr17:75209999-75213192	75210189	0.69	0.71	0.13	0.83	0.81	0.88	0.77	0.75	0.83	0.72	0.81	0.82	0.65	0.69	0.84	0.76	0.67	0.72	0.84	0.78	0.64	0.74	0.86	0.78	0.69	0.74	0.81	0.78	0.81	0.72	0.78	0.77	0.75	0.77	0.72	0.81	0.79	0.84	0.80	0.73	0.80	0.67	0.73
NM_013337|TIMM22|chr17|+	chr17:904251-905390	904774	0.73	0.68	0.79	0.70	0.34	0.36	0.57	0.33	0.51	0.23	0.29	0.34	0.50	0.51	0.29	0.25	0.29	0.27	0.80	0.35	0.38	0.33	0.31	0.31	0.38	0.38	0.28	0.45	0.31	0.40	0.33	0.44	0.69	0.40	0.62	0.60	0.25	0.95	0.33	0.26	0.36	0.27	0.28
NM_006455|LEPREL4|chr17|-	chr17:39958199-39959231	39958611	0.93	1.00	NA	0.87	0.88	0.86	0.88	0.90	NA	0.87	NA	0.84	1.00	NA	0.90	0.96	0.93	1.00	0.93	0.92	NA	0.84	0.92	0.91	0.94	0.90	0.95	0.81	0.91	0.94	0.99	0.94	0.95	0.97	0.82	0.98	0.92	0.93	0.97	0.85	0.84	0.94	0.75
NM_022070|HEATR6|chr17|-	chr17:58118672-58121495	58120648	NA	0.63	NA	NA	NA	0.39	0.30	0.38	0.27	0.27	0.17	0.61	0.49	NA	NA	0.48	0.51	NA	0.24	0.47	NA	NA	NA	0.39	0.31	0.56	0.40	0.47	NA	0.43	0.36	0.79	0.38	0.41	NA	NA	0.29	0.28	NA	NA	NA	0.29	0.40
NM_005121|MED13|chr17|-	chr17:60019952-60023961	60023489	0.51	0.51	NA	0.66	0.77	0.79	0.63	0.69	0.76	0.62	0.76	0.70	0.60	0.71	0.61	0.59	0.57	0.73	0.68	0.72	0.54	NA	0.84	0.72	0.69	0.62	0.75	0.64	0.57	0.49	0.77	0.69	0.75	0.62	0.54	0.80	0.64	0.67	0.65	0.70	0.74	0.62	0.49
NM_004287|GOSR2|chr17|+	chr17:45015964-45019386	45016250	0.58	0.54	0.17	0.49	0.67	0.69	0.57	0.61	0.72	0.44	0.63	0.50	0.45	0.46	0.48	0.63	0.62	0.48	0.54	0.56	0.60	0.49	0.52	0.68	0.73	0.45	0.49	0.56	0.51	0.66	0.58	0.63	0.52	0.60	0.53	0.50	0.52	0.51	0.52	0.44	0.55	0.60	0.45
NM_001165417|SLC25A11|chr17|-	chr17:4840531-4841191	4840863	0.84	0.85	1.00	0.77	0.88	0.82	0.88	0.81	0.88	0.81	0.71	0.77	0.90	0.86	0.93	0.91	0.78	0.74	0.97	0.83	0.74	0.81	0.93	0.91	0.80	0.94	0.78	0.78	0.90	0.85	0.80	0.88	0.84	0.78	0.85	0.99	0.81	0.91	0.73	0.89	0.82	0.82	0.76
NM_020310|MNT|chr17|-	chr17:2287345-2290943	2290256	0.89	0.90	NA	0.91	0.87	0.92	0.91	0.89	NA	0.92	NA	0.89	0.92	NA	0.86	0.92	0.90	0.93	NA	0.89	0.85	NA	0.99	0.97	0.95	0.92	0.90	0.89	0.87	0.87	0.97	0.95	0.93	0.88	NA	NA	0.88	NA	0.90	0.89	0.84	0.87	0.89
NM_001243877|TOB1|chr17|-	chr17:48939574-48941524	48940164	1.00	0.99	NA	0.99	0.98	0.99	1.00	1.00	1.00	0.91	1.00	1.00	1.00	1.00	0.99	1.00	1.00	0.94	1.00	0.99	0.45	1.00	1.00	1.00	0.87	1.00	1.00	1.00	0.98	0.92	1.00	1.00	1.00	0.98	1.00	1.00	0.99	1.00	0.98	1.00	0.96	0.85	0.98
NM_004645|COIL|chr17|-	chr17:55015556-55016515	55016235	NA	0.99	NA	0.89	0.88	0.92	0.94	0.98	0.98	0.91	NA	0.73	0.94	NA	0.92	0.97	0.86	0.90	0.94	0.93	NA	NA	0.94	0.97	0.95	0.92	0.85	0.85	0.88	1.00	0.85	0.99	0.94	0.94	0.92	0.94	0.86	0.97	0.92	NA	NA	0.97	0.91
NM_133373|PLCD3|chr17|-	chr17:43189012-43190072	43189424	0.87	0.81	1.00	0.73	0.80	0.89	0.83	0.91	1.00	0.87	0.84	0.83	0.88	NA	0.77	0.90	0.82	0.84	0.76	0.95	0.75	0.86	0.76	1.00	0.92	0.89	0.82	0.88	0.72	0.83	0.91	0.94	0.90	0.82	0.88	0.95	0.76	0.84	0.77	0.77	0.73	0.78	0.86
NM_004104|FASN|chr17|-	chr17:80036210-80037156	80037006	0.82	0.77	0.92	0.44	0.85	0.71	0.82	0.67	0.81	0.54	0.76	0.65	0.81	0.74	0.84	0.90	0.75	0.69	0.81	0.71	0.85	0.54	0.58	0.83	0.80	0.83	0.54	0.82	0.78	0.74	0.73	0.81	0.85	0.85	0.74	0.65	0.72	0.89	0.61	0.66	0.88	0.88	0.80
NM_005148|UNC119|chr17|-	chr17:26873725-26874427	26874065	0.83	0.78	NA	0.83	0.70	0.88	0.81	0.77	0.80	0.74	0.87	0.71	0.86	0.78	0.78	0.78	0.83	0.89	0.82	0.93	0.69	0.81	0.86	0.94	0.91	0.82	0.89	0.70	0.77	0.78	0.96	0.93	0.86	0.83	0.82	0.83	0.78	0.95	0.81	0.77	0.76	0.83	0.70
NM_015544|TMEM98|chr17|+	chr17:31267803-31268669	31268025	0.85	0.76	NA	NA	0.79	0.92	0.81	0.74	0.85	0.84	0.99	0.87	0.85	NA	0.65	0.76	0.84	NA	NA	0.88	0.79	0.85	NA	1.00	0.94	0.90	0.89	0.69	0.75	0.95	0.87	1.00	0.85	0.82	0.85	0.88	0.96	NA	0.87	0.95	0.79	0.91	0.73
NM_004140|LLGL1|chr17|+	chr17:18147221-18148031	18147532	0.80	0.82	0.96	0.89	0.92	0.87	0.76	0.79	0.90	0.75	0.80	0.84	0.86	0.94	0.92	0.92	0.84	0.89	0.86	0.93	0.86	0.89	0.90	0.95	0.78	0.89	0.84	0.71	0.83	0.79	0.96	0.91	0.96	0.75	0.83	1.00	0.79	0.95	0.86	0.81	0.82	0.87	0.75
NM_003161|RPS6KB1|chr17|+	chr17:58023911-58027793	58024638	0.35	0.28	NA	0.31	0.44	0.53	0.39	0.38	0.37	0.44	0.31	0.41	0.35	0.41	0.32	0.30	0.37	0.28	0.38	0.40	0.33	0.40	0.50	0.45	0.49	0.32	0.42	0.44	0.33	0.23	0.39	0.39	0.45	0.26	0.32	0.31	0.36	0.35	0.30	0.37	0.37	0.46	0.34
NM_033452|TRIM47|chr17|-	chr17:73870237-73871204	73871054	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.98	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_012121|CDC42EP4|chr17|-	chr17:71277479-71282751	71279832	0.04	0.08	NA	0.08	0.03	0.06	0.08	0.07	0.08	0.11	0.07	0.07	0.10	0.07	0.12	0.11	0.04	0.06	0.09	0.07	0.06	0.06	0.15	0.10	0.08	0.11	0.08	0.06	0.08	0.08	0.07	0.13	0.09	0.08	0.07	0.09	0.10	0.10	0.09	0.10	0.05	0.08	0.06
NM_006852|TLK2|chr17|+	chr17:60689752-60692831	60690808	0.12	0.07	NA	0.10	0.16	0.21	0.12	0.12	0.15	0.12	0.15	0.16	0.10	0.17	0.12	0.09	0.11	0.12	0.13	0.20	0.10	NA	0.12	0.12	0.13	0.12	0.15	0.13	0.21	0.08	0.12	0.11	0.19	0.11	0.10	0.13	0.18	0.12	0.12	0.10	0.14	0.12	0.08
NM_002945|RPA1|chr17|+	chr17:1800364-1801371	1800719	0.73	0.77	1.00	0.67	0.63	0.74	0.71	0.65	0.93	0.73	0.73	0.78	0.73	0.72	0.71	0.80	0.67	0.75	0.73	0.83	0.75	0.79	0.84	0.88	0.73	0.77	0.69	0.71	0.66	0.78	0.73	0.92	0.79	0.74	0.74	0.92	0.64	0.89	0.78	0.76	0.69	0.72	0.59
NM_005937|MLLT6|chr17|+	chr17:36881809-36886062	36883371	0.80	0.78	NA	0.74	0.84	0.87	0.83	0.84	0.93	0.71	0.86	0.76	0.81	0.81	0.85	0.58	0.84	0.76	0.85	0.83	0.86	NA	0.65	0.91	0.80	0.82	0.75	0.86	0.76	0.77	0.81	0.76	0.86	0.76	0.84	0.89	0.84	0.87	0.79	0.79	0.76	0.72	0.77
NM_014573|TMEM97|chr17|+	chr17:26653559-26655237	26653709	0.79	0.85	NA	0.74	0.87	0.85	0.86	0.92	0.87	0.79	0.92	0.82	0.89	NA	0.82	0.83	0.78	0.90	0.83	0.97	0.86	NA	0.87	0.98	0.88	0.86	0.84	0.78	0.81	0.74	0.84	0.93	0.90	0.75	0.89	NA	0.82	0.84	0.86	0.88	NA	0.74	0.85
NM_002507|NGFR|chr17|+	chr17:47590069-47592384	47590219	NA	NA	NA	0.88	0.90	0.89	NA	NA	0.89	NA	NA	NA	0.97	NA	NA	0.91	NA	0.93	0.92	0.92	NA	NA	0.86	0.91	0.89	0.93	0.92	0.78	0.89	NA	0.92	NA	0.93	0.93	0.91	NA	NA	0.94	0.94	NA	0.91	0.90	0.91
NM_024591|CHMP6|chr17|+	chr17:78972897-78974138	78973634	0.83	0.88	1.00	0.73	NA	0.82	0.77	0.84	0.91	0.71	0.80	0.75	0.93	0.83	0.83	0.86	0.78	0.84	0.87	0.84	0.88	0.67	0.97	0.89	0.93	0.93	0.78	0.67	0.82	1.00	0.79	0.99	0.88	0.89	0.86	0.91	0.90	0.98	0.84	NA	0.91	0.83	0.71
NM_006373|VAT1|chr17|-	chr17:41166616-41168161	41167353	1.00	0.97	NA	0.87	0.95	0.99	0.99	0.98	1.00	0.96	1.00	0.92	1.00	0.98	0.98	1.00	0.90	0.98	0.99	0.95	0.94	0.98	1.00	1.00	1.00	1.00	0.92	0.92	0.91	0.96	0.93	1.00	1.00	0.97	0.98	1.00	0.92	1.00	0.96	0.98	0.97	0.88	0.96
NM_001076684|UBTF|chr17|-	chr17:42282442-42284735	42284153	0.25	0.32	0.24	0.38	0.50	0.43	0.39	0.54	0.57	0.32	0.46	0.40	0.33	0.40	0.36	0.27	0.38	0.25	0.40	0.53	0.40	0.42	0.29	0.67	0.35	0.33	0.35	0.37	0.33	0.30	0.39	0.29	0.39	0.37	0.33	0.57	0.40	0.45	0.41	0.33	0.40	0.38	0.33
NM_016823|CRK|chr17|-	chr17:1321906-1326944	1324277	0.06	0.06	NA	0.10	0.02	0.06	0.05	0.07	0.14	0.03	0.11	0.09	0.09	0.10	0.08	0.07	0.10	0.03	0.08	0.06	0.03	0.10	0.15	0.14	0.04	0.09	0.09	0.06	0.03	0.04	0.08	0.10	0.11	0.05	0.03	0.16	0.10	0.12	0.07	0.10	0.04	0.02	0.06
NM_012232|PTRF|chr17|-	chr17:40554447-40557406	40557195	0.87	0.84	0.91	0.88	0.85	0.83	0.89	0.84	0.90	0.90	0.88	0.81	0.85	0.82	0.85	0.88	0.85	0.87	0.86	0.86	0.85	0.88	0.90	0.86	0.88	0.87	0.86	0.81	0.80	0.90	0.85	0.86	0.84	0.89	0.80	0.85	0.86	0.91	0.88	0.86	0.83	0.88	0.80
NM_004687|MTMR4|chr17|-	chr17:56566893-56569201	56568978	0.62	0.78	NA	0.84	0.77	0.82	0.85	0.89	0.80	0.76	0.96	0.85	0.86	0.77	NA	0.83	0.69	0.82	0.81	0.89	NA	NA	0.91	0.91	0.75	0.86	0.83	0.62	0.85	0.87	NA	0.95	0.90	0.80	0.88	NA	0.87	NA	NA	0.83	0.80	0.63	0.85
NM_001033561|PHF12|chr17|-	chr17:27232274-27233535	27232944	0.52	0.51	NA	0.60	0.53	0.63	0.56	0.67	0.63	0.56	0.62	0.49	0.61	NA	0.76	0.71	0.56	0.55	0.60	0.53	0.51	NA	0.46	0.64	0.63	0.64	0.55	0.56	0.45	0.52	0.54	0.76	0.70	0.62	0.64	NA	0.58	0.60	0.67	0.46	0.52	0.55	0.57
NM_000346|SOX9|chr17|+	chr17:70119683-70124822	70122492	0.00	0.02	NA	0.01	0.01	0.01	0.01	0.01	0.02	0.01	NA	0.01	0.01	NA	NA	0.03	0.01	0.01	NA	0.01	0.01	NA	NA	NA	0.01	NA	0.01	0.01	0.00	0.01	0.01	0.03	0.02	0.01	NA	NA	0.01	0.03	NA	0.01	0.00	NA	0.00
NM_000918|P4HB|chr17|-	chr17:79801038-79801968	79801818	0.87	0.84	1.00	0.77	0.73	0.74	0.86	0.80	0.91	0.82	0.88	0.75	0.85	0.76	0.80	0.87	0.76	0.77	0.83	0.86	0.85	0.85	0.90	0.79	0.89	0.87	0.81	0.78	0.73	0.87	0.82	0.89	0.80	0.85	0.69	0.82	0.75	0.90	0.82	0.80	0.75	0.83	0.69
NM_005501|ITGA3|chr17|+	chr17:48166473-48167965	48167467	0.99	0.98	1.00	0.98	0.98	0.97	1.00	0.99	1.00	0.99	0.98	0.93	1.00	1.00	1.00	1.00	0.97	1.00	1.00	1.00	1.00	0.96	1.00	1.00	1.00	1.00	0.97	0.99	0.93	1.00	0.97	1.00	1.00	1.00	1.00	1.00	0.98	1.00	0.99	0.96	0.96	0.98	0.95
NM_021734|SLC25A19|chr17|-	chr17:73267537-73269720	73269107	NA	0.09	NA	NA	NA	0.13	0.10	0.12	0.12	0.18	NA	NA	0.10	NA	NA	0.13	0.15	0.06	0.09	0.06	0.19	NA	0.04	0.10	0.06	0.08	0.08	0.12	NA	0.14	0.09	0.10	0.11	0.29	0.15	NA	0.11	0.11	NA	0.14	NA	0.18	0.15
NM_016078|FAM18B1|chr17|+	chr17:18708853-18710035	18709599	0.76	0.68	NA	0.83	0.50	0.61	0.81	0.72	0.79	0.55	0.78	0.90	0.77	0.85	0.82	0.79	0.80	0.68	0.77	0.73	0.54	0.92	0.89	0.81	0.66	0.83	0.84	0.67	0.65	0.62	0.73	0.80	0.88	0.70	0.66	0.82	0.79	0.84	0.74	0.81	0.70	0.50	0.67
NM_001195427|SRSF2|chr17|-	chr17:74730202-74731240	74731090	0.76	0.74	0.94	0.79	0.81	0.85	0.91	0.83	0.94	0.76	0.84	0.88	0.84	0.88	0.94	0.77	0.75	0.81	0.76	0.93	0.78	0.80	0.81	0.93	0.83	0.90	0.81	0.78	0.72	0.76	0.84	0.89	0.91	0.86	0.76	0.90	0.82	0.91	0.81	0.75	0.82	0.79	0.64
NM_001079675|ETV4|chr17|-	chr17:41605209-41606111	41605932	NA	0.95	NA	0.92	0.90	0.86	0.96	0.94	1.00	0.87	0.87	0.88	0.98	NA	NA	0.98	0.93	0.97	0.94	0.98	NA	0.90	1.00	0.97	0.94	0.96	0.96	0.94	0.90	0.83	NA	0.98	0.97	0.94	0.87	0.99	NA	NA	0.85	0.92	NA	0.96	NA
NR_033265|C17orf101|chr17|-	chr17:80347166-80350410	80350212	0.33	0.42	0.19	0.20	0.40	0.35	0.24	0.37	0.55	0.22	0.25	0.25	0.21	0.22	0.29	0.27	0.35	0.13	0.31	0.26	0.36	0.29	0.32	0.58	0.19	0.25	0.30	0.30	0.37	0.41	0.19	0.33	0.43	0.38	0.40	0.51	0.29	0.23	0.41	0.29	0.31	0.22	0.22
NM_018128|TSR1|chr17|-	chr17:2225585-2227668	2227399	0.34	0.26	0.16	0.37	0.53	0.47	0.35	0.33	0.46	0.29	0.40	0.50	0.36	0.36	0.37	0.34	0.30	0.30	0.29	0.61	0.40	0.33	0.41	0.42	0.44	0.32	0.27	0.37	0.29	0.31	0.36	0.36	0.43	0.46	0.28	0.37	0.33	0.36	0.31	0.31	0.41	0.38	0.30
NM_033198|PIGS|chr17|-	chr17:26880398-26881513	26880970	0.97	0.95	NA	0.92	0.92	0.92	0.97	0.94	0.98	0.84	0.89	0.88	0.97	0.97	0.97	0.97	0.90	0.96	0.99	0.95	0.95	0.95	0.95	0.97	0.98	0.98	0.89	0.95	0.93	0.95	0.94	1.00	0.96	0.96	0.94	0.97	0.92	0.98	0.92	0.89	0.94	0.85	0.92
NM_001206950|SLC16A3|chr17|+	chr17:80196577-80197360	80196998	0.52	0.61	0.88	0.59	0.59	0.65	0.53	0.62	0.71	0.62	0.65	0.51	0.67	0.69	0.53	0.56	0.64	0.61	0.60	0.59	0.61	0.50	0.63	0.75	0.64	0.52	0.56	0.50	0.55	0.66	0.56	0.73	0.60	0.60	0.76	0.78	0.65	0.61	0.59	0.62	0.59	0.59	0.57
NM_017921|NPLOC4|chr17|-	chr17:79523882-79526442	79525939	0.82	0.80	0.91	0.89	0.94	0.96	0.86	0.93	0.99	0.92	0.85	0.84	0.84	0.83	0.87	0.85	0.68	0.94	0.96	0.97	0.94	0.84	0.90	0.94	0.98	0.65	0.95	0.78	0.77	0.92	0.90	0.90	0.96	0.90	0.91	0.98	0.94	0.96	0.84	0.91	0.84	0.88	0.96
NM_006380|APPBP2|chr17|-	chr17:58520506-58525195	58522878	0.29	0.35	NA	0.38	0.40	0.34	0.32	0.49	0.32	0.22	NA	0.34	0.22	NA	NA	0.24	0.45	NA	0.33	0.51	NA	NA	0.43	0.32	0.54	0.46	0.45	0.34	NA	0.38	0.58	0.30	0.41	0.33	NA	NA	0.47	0.37	0.33	NA	NA	0.38	0.30
NM_015229|KIAA0664|chr17|-	chr17:2592673-2594071	2593457	0.54	0.63	0.89	0.74	0.72	0.63	0.60	0.69	0.76	0.70	0.58	0.58	0.66	0.72	0.64	0.59	0.58	0.74	0.52	0.64	0.52	0.71	0.85	0.87	0.66	0.61	0.62	0.56	0.57	0.68	0.62	0.84	0.76	0.63	0.76	0.87	0.64	0.65	0.61	0.61	0.61	0.53	0.73
NM_198594|C1QTNF1|chr17|+	chr17:77043619-77045881	77044474	0.88	NA	NA	NA	0.80	0.90	0.92	NA	0.94	0.87	0.88	0.80	0.93	NA	0.92	0.87	0.86	NA	0.90	0.86	0.80	NA	NA	0.96	0.85	0.89	0.86	0.86	0.88	NA	0.82	0.92	0.90	0.91	0.93	0.93	0.91	0.92	0.88	0.85	0.87	0.87	0.88
NM_017949|CUEDC1|chr17|-	chr17:55938848-55940646	55939463	0.30	0.32	NA	0.14	0.35	0.25	0.25	0.28	0.23	0.15	0.21	0.22	0.32	NA	0.34	0.40	0.21	0.27	0.30	0.20	NA	NA	0.12	0.26	0.32	0.29	0.16	0.28	0.37	0.25	0.30	0.31	0.36	0.28	0.43	0.24	0.20	0.39	0.21	NA	0.38	0.28	0.29
NM_016376|ANKFY1|chr17|-	chr17:4067100-4071205	4070942	0.85	0.86	NA	0.89	0.84	0.94	0.88	0.89	0.92	0.88	0.89	0.78	0.91	0.93	0.87	0.88	0.86	0.95	0.88	0.89	0.86	NA	0.88	0.94	0.89	0.94	0.90	0.89	0.85	0.90	0.92	NA	0.93	0.88	0.92	NA	0.91	0.93	0.87	0.83	0.88	0.86	0.78
NM_017941|C17orf80|chr17|+	chr17:71243379-71245037	71243529	NA	0.86	NA	0.85	NA	0.96	0.94	0.88	0.89	0.74	NA	NA	0.85	NA	NA	0.84	0.82	NA	NA	NA	0.86	NA	NA	0.94	0.87	NA	0.89	0.83	0.81	0.89	0.85	0.97	0.90	0.84	0.94	NA	0.83	0.93	NA	NA	NA	0.81	0.82
NM_022739|SMURF2|chr17|-	chr17:62538417-62542065	62541568	0.24	NA	NA	0.28	NA	0.43	NA	0.31	0.23	0.26	NA	0.48	0.23	NA	NA	0.23	0.33	NA	0.27	0.42	0.16	NA	0.32	0.31	0.42	0.34	0.34	0.26	0.33	0.14	0.34	0.22	0.34	0.27	0.18	0.27	NA	0.19	0.21	NA	NA	0.30	0.19
NM_004941|DHX8|chr17|+	chr17:41600995-41604162	41601647	0.18	0.23	0.06	0.28	0.33	0.37	0.25	0.29	0.32	0.33	0.31	0.43	0.22	0.25	0.29	0.19	0.21	0.31	0.27	0.31	0.26	0.32	0.29	0.27	0.31	0.20	0.30	0.32	0.27	0.20	0.34	0.33	0.26	0.25	0.14	0.27	0.32	0.23	0.31	0.31	0.31	0.33	0.25
NM_003152|STAT5A|chr17|+	chr17:40462524-40463962	40462694	0.94	NA	NA	0.72	0.83	0.91	0.73	0.84	0.98	0.73	0.92	0.83	0.91	0.61	0.74	0.83	0.78	NA	NA	0.95	NA	NA	0.93	0.95	0.80	0.99	0.78	0.93	0.90	0.55	0.94	0.91	0.92	0.75	0.79	0.82	0.88	0.89	0.61	NA	0.96	0.84	0.86
NM_014230|SRP68|chr17|-	chr17:74034939-74036014	74035378	0.44	0.50	0.76	0.43	0.48	0.50	0.46	0.45	0.53	0.44	0.47	0.39	0.49	0.47	0.48	0.47	0.46	0.46	0.50	0.50	0.43	0.44	0.59	0.56	0.62	0.55	0.48	0.45	0.39	0.52	0.44	0.66	0.49	0.47	0.50	0.54	0.48	0.57	0.47	0.43	0.45	0.50	0.44
NM_001165969|STRADA|chr17|-	chr17:61780191-61781111	61780961	0.98	0.91	NA	0.92	0.81	0.92	0.97	0.81	0.90	0.93	0.98	0.85	0.99	0.94	0.87	0.92	0.93	1.00	0.97	0.99	0.95	NA	0.91	0.97	0.91	0.98	0.92	0.87	0.85	1.00	0.95	0.99	0.97	0.91	0.94	0.96	0.98	0.96	0.99	0.92	0.90	0.94	0.89
NM_007292|ACOX1|chr17|-	chr17:73937617-73942876	73941869	NA	0.44	NA	0.38	0.66	0.56	0.42	0.79	0.49	0.33	0.41	0.44	0.51	0.40	0.46	0.37	0.32	NA	0.62	0.76	0.49	0.39	0.53	0.63	0.63	0.48	0.44	0.41	0.37	0.38	0.52	0.58	0.57	0.60	0.47	0.55	0.51	0.59	0.43	0.49	0.50	0.43	0.42
