event_id	loci	Proximal_Site	TCGA-DI-A2QU-01A-11R-A18M-07	TCGA-AX-A2HC-01A-11R-A17B-07	TCGA-E6-A1M0-01A-11R-A144-07	TCGA-AX-A2HD-01A-21R-A17B-07	TCGA-AX-A1CK-01A-11R-A137-07	TCGA-AX-A2HA-01A-12R-A18M-07	TCGA-AX-A1CI-01A-11R-A137-07	TCGA-BK-A0CB-01A-32R-A104-07	TCGA-BG-A2AD-01A-21R-A16F-07	TCGA-AX-A0J0-01A-11R-A109-07	TCGA-AJ-A3NH-01A-11R-A22K-07	TCGA-BK-A4ZD-01A-11R-A27V-07	TCGA-AX-A1CF-01A-11R-A137-07	TCGA-DI-A2QY-01A-12R-A19W-07	TCGA-AJ-A3NC-01A-11R-A22K-07	TCGA-BG-A3EW-01A-11R-A22K-07	TCGA-AJ-A3NE-01A-11R-A22K-07	TCGA-BK-A13C-01A-11R-A118-07	TCGA-AX-A2H8-01A-11R-A17B-07	TCGA-AX-A05Y-01A-11R-A00V-07	TCGA-AX-A0IZ-01A-11R-A118-07	TCGA-BG-A3PP-01A-11R-A22K-07	TCGA-AJ-A2QL-01A-11R-A18M-07
NM_002473|MYH9|chr22|-	chr22:36677312-36678831	36677938	1.00	0.74	1.00	0.69	1.00	1.00	1.00	0.89	0.74	0.64	0.93	0.93	0.58	1.00	1.00	0.69	0.85	0.78	0.91	0.24	1.00	1.00	1.00
NM_001164502|EIF4ENIF1|chr22|-	chr22:31835348-31836107	31835784	0.92	0.84	0.96	0.68	NA	NA	NA	NA	0.75	NA	0.94	0.97	0.60	NA	NA	0.77	0.90	NA	NA	0.65	NA	1.00	NA
NM_194326|RPS19BP1|chr22|-	chr22:39925096-39925628	39925423	1.00	0.86	0.97	1.00	0.96	1.00	0.97	1.00	0.81	0.84	0.85	0.81	0.95	0.95	0.93	0.81	0.81	0.96	0.97	0.99	1.00	0.86	0.95
NM_003678|THOC5|chr22|-	chr22:29903876-29904509	29904329	0.17	0.18	0.32	0.12	0.04	0.08	0.08	0.09	0.11	0.14	0.12	0.15	0.13	0.15	0.16	0.13	NA	NA	NA	NA	0.10	0.16	0.04
NM_001031695|RBFOX2|chr22|-	chr22:36134756-36140296	36140113	0.16	0.67	0.40	0.44	NA	0.11	0.16	0.25	0.49	0.46	0.39	0.34	NA	0.06	0.42	0.53	0.46	NA	0.30	NA	0.15	0.15	0.31
NM_002972|SBF1|chr22|-	chr22:50885115-50885669	50885455	0.32	0.38	0.47	0.37	0.38	0.60	0.52	0.28	0.38	0.23	0.41	0.47	0.34	0.42	0.36	0.40	0.35	0.38	0.39	0.08	0.46	0.38	NA
NM_003405|YWHAH|chr22|+	chr22:32352125-32353598	32352958	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	0.98	1.00	1.00	0.91	NA	1.00	0.96	1.00	1.00	1.00	0.36	1.00	1.00	1.00
NM_015330|SPECC1L|chr22|+	chr22:24810501-24813705	24810674	NA	0.80	NA	0.82	NA	NA	NA	NA	1.00	0.74	0.91	0.88	0.84	NA	NA	0.87	0.88	0.85	0.78	0.50	NA	0.92	NA
NM_000487|ARSA|chr22|-	chr22:51062766-51063892	51063480	0.19	0.21	NA	0.13	0.06	0.05	0.05	0.05	0.14	0.18	0.10	0.14	0.04	0.06	0.16	0.24	0.17	0.10	0.07	0.25	0.07	0.05	0.05
NM_006115|PRAME|chr22|-	chr22:22890117-22891065	22890757	1.00	0.98	1.00	0.99	1.00	1.00	1.00	1.00	NA	0.99	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	0.93	1.00	1.00	1.00	1.00
NM_003634|NIPSNAP1|chr22|-	chr22:29950783-29951988	29951838	1.00	0.80	0.98	0.84	NA	1.00	1.00	0.96	0.80	0.91	1.00	1.00	0.83	1.00	1.00	1.00	1.00	0.88	0.97	0.50	1.00	1.00	0.90
NM_207644|FAM211B|chr22|-	chr22:24981598-24982379	24982116	0.90	NA	NA	0.85	0.98	1.00	1.00	1.00	NA	NA	0.90	NA	NA	1.00	1.00	0.77	NA	0.91	1.00	0.73	NA	1.00	NA
NM_024105|ALG12|chr22|-	chr22:50295390-50297714	50296897	NA	0.14	0.13	NA	0.26	0.04	0.04	0.09	0.10	0.07	0.04	0.08	0.12	0.03	0.07	0.06	0.04	0.08	NA	1.00	0.03	NA	0.06
NM_014346|TBC1D22A|chr22|+	chr22:47569140-47571340	47569702	NA	NA	NA	NA	NA	NA	NA	0.47	0.40	0.18	0.25	0.10	0.24	0.18	0.26	0.29	0.23	0.42	0.24	NA	NA	0.17	0.23
NM_002133|HMOX1|chr22|+	chr22:35789460-35790204	35789613	0.98	1.00	NA	0.97	NA	1.00	NA	1.00	NA	NA	NA	NA	1.00	NA	1.00	0.95	0.94	0.93	1.00	NA	NA	1.00	0.99
NM_001675|ATF4|chr22|+	chr22:39917777-39918695	39917949	1.00	0.93	0.98	0.93	1.00	1.00	1.00	1.00	0.96	0.88	1.00	1.00	0.96	1.00	1.00	0.96	0.99	0.99	0.99	0.60	1.00	1.00	0.91
NR_033825|KLHL22|chr22|-	chr22:20795819-20796725	20796575	0.99	0.92	0.66	0.85	0.95	NA	0.99	0.92	0.79	0.96	1.00	0.92	0.82	1.00	NA	0.97	0.97	0.99	0.96	0.26	1.00	1.00	NA
NM_018006|TRMU|chr22|+	chr22:46752738-46753557	46753193	0.06	0.06	0.10	0.06	0.11	NA	0.07	0.10	NA	0.08	0.11	0.07	0.06	0.11	0.10	0.06	0.07	NA	NA	NA	0.12	0.07	NA
NM_012473|TXN2|chr22|-	chr22:36863082-36863964	36863814	1.00	0.81	0.67	0.81	1.00	1.00	1.00	0.98	0.87	0.48	0.85	0.79	0.62	1.00	1.00	0.72	0.82	0.92	0.97	0.19	1.00	0.94	1.00
NR_024195|TOM1|chr22|+	chr22:35743047-35743985	35743197	1.00	0.93	1.00	1.00	1.00	1.00	1.00	1.00	0.98	1.00	1.00	0.97	0.99	1.00	1.00	1.00	1.00	1.00	0.91	NA	1.00	1.00	1.00
NM_001039141|TRIOBP|chr22|+	chr22:38169789-38172590	38170053	0.25	0.22	0.24	0.18	0.23	0.28	0.27	0.19	0.27	0.26	0.16	0.25	0.17	0.25	0.21	0.16	0.16	0.33	0.29	0.02	0.21	0.25	0.29
NM_002745|MAPK1|chr22|-	chr22:22114021-22118529	22117055	NA	0.91	NA	0.81	NA	NA	NA	NA	0.92	1.00	0.97	0.95	0.95	NA	0.97	0.91	0.95	0.99	0.87	NA	NA	0.90	0.97
NM_033200|LMF2|chr22|-	chr22:50941374-50942128	50941741	0.88	0.89	1.00	0.93	1.00	1.00	1.00	1.00	0.89	0.77	1.00	0.89	1.00	1.00	0.99	0.91	0.98	0.80	0.86	1.00	1.00	1.00	1.00
NM_004175|SNRPD3|chr22|+	chr22:24967883-24971278	24968079	0.06	0.30	0.12	0.21	0.04	0.04	0.05	0.06	0.21	0.24	0.12	0.13	0.26	0.04	0.11	0.16	0.10	0.25	0.15	0.21	0.04	0.12	0.16
NM_001184970|PACSIN2|chr22|-	chr22:43265765-43267475	43267051	1.00	0.96	1.00	0.91	NA	NA	NA	0.88	1.00	0.82	1.00	1.00	0.72	NA	1.00	0.95	1.00	1.00	NA	0.30	NA	1.00	NA
NM_005659|UFD1L|chr22|-	chr22:19437746-19438267	19438117	0.15	0.17	0.11	0.27	0.06	0.09	0.05	0.11	0.15	0.16	0.15	0.10	0.11	0.06	0.10	0.15	0.18	0.12	0.08	NA	0.05	0.09	0.07
NM_005008|NHP2L1|chr22|-	chr22:42069950-42071199	42070893	0.30	0.38	0.45	0.33	0.18	0.18	0.29	0.27	0.37	0.39	0.40	0.30	0.21	0.19	0.33	0.41	0.39	0.39	0.40	0.56	0.18	0.40	0.25
NM_014941|MORC2|chr22|-	chr22:31321118-31322858	31322662	0.32	0.16	0.10	0.14	0.13	0.17	0.12	0.07	0.12	0.26	0.22	0.31	0.35	0.13	0.25	0.19	0.23	0.14	0.50	0.06	0.13	0.13	0.31
NM_016426|GTSE1|chr22|+	chr22:46725943-46727645	46726560	0.39	0.26	0.41	0.34	0.26	NA	NA	NA	0.42	0.38	0.44	0.24	0.41	0.30	NA	0.47	0.39	NA	NA	NA	NA	NA	NA
NM_014678|PPP6R2|chr22|+	chr22:50882627-50884667	50882777	0.19	0.54	0.49	0.55	0.23	0.41	0.21	0.28	0.59	0.53	0.40	0.31	0.18	0.15	0.33	0.33	0.43	0.24	0.25	0.21	0.19	0.42	NA
NR_026981|RPL23AP82|chr22|+	chr22:51237082-51239883	51237578	NA	0.25	0.19	0.15	NA	NA	NA	0.13	0.19	0.16	0.18	0.19	NA	0.10	0.20	0.15	0.18	0.52	0.18	NA	NA	0.10	0.27
NM_016272|TOB2|chr22|-	chr22:41820491-41833411	41829575	NA	0.01	0.02	0.01	NA	NA	NA	NA	0.01	0.01	NA	0.01	0.01	NA	0.04	0.01	0.01	0.01	0.04	0.00	NA	NA	0.02
NM_001429|EP300|chr22|+	chr22:41572776-41580593	41576059	NA	0.00	NA	0.00	NA	NA	NA	NA	0.00	0.00	0.01	0.00	0.00	NA	0.01	0.00	0.00	0.00	NA	0.00	NA	NA	0.01
NM_001199579|SUN2|chr22|-	chr22:39130703-39132385	39131445	0.76	0.43	NA	0.47	NA	1.00	NA	0.90	0.46	0.66	0.83	0.84	0.55	NA	0.87	0.77	0.78	0.69	0.77	0.33	NA	0.88	0.56
NM_015704|PPPDE2|chr22|-	chr22:41995044-41997194	41996952	0.13	0.58	0.30	0.31	0.04	0.05	0.05	0.10	0.22	0.35	0.23	0.19	0.24	0.04	0.12	0.34	0.19	0.23	0.21	NA	0.04	0.10	0.20
NM_001033024|FBXO7|chr22|+	chr22:32894130-32894823	32894478	1.00	0.94	0.98	0.82	1.00	1.00	1.00	1.00	0.91	0.98	0.98	0.91	0.97	1.00	0.96	0.87	0.89	0.74	1.00	0.64	1.00	1.00	0.99
NM_005740|DNAL4|chr22|-	chr22:39174511-39175618	39175468	NA	0.92	NA	0.91	NA	NA	NA	0.97	0.92	0.91	0.95	1.00	0.91	0.98	0.96	0.90	0.87	1.00	NA	0.88	NA	0.99	1.00
NM_015140|TTLL12|chr22|-	chr22:43562614-43564165	43563743	1.00	0.62	0.83	0.55	NA	1.00	0.93	0.95	0.71	0.84	0.95	0.99	0.73	NA	1.00	0.78	0.95	0.67	0.95	0.36	NA	1.00	0.82
NM_014323|PATZ1|chr22|-	chr22:31721789-31723295	31723145	1.00	0.95	0.92	0.90	NA	NA	NA	NA	0.94	0.74	0.95	0.97	NA	NA	0.99	0.86	0.91	0.99	1.00	0.58	NA	0.98	1.00
NM_003325|HIRA|chr22|-	chr22:19318193-19319079	19318570	1.00	0.53	0.99	0.67	NA	NA	1.00	0.85	0.72	0.58	0.94	1.00	0.52	1.00	1.00	0.87	0.89	0.77	0.64	0.32	NA	1.00	NA
NM_012407|PICK1|chr22|+	chr22:38470870-38471715	38471070	0.82	NA	0.41	NA	0.67	0.92	0.78	0.79	0.69	0.64	0.61	0.54	0.61	0.82	0.57	0.53	0.52	0.56	NA	0.25	0.88	0.68	NA
NM_014577|BRD1|chr22|-	chr22:50166930-50168064	50167905	NA	0.87	0.80	0.80	0.92	NA	1.00	0.81	0.86	0.69	0.95	0.98	0.65	NA	0.99	0.94	0.99	0.96	NA	0.43	NA	NA	NA
NM_001172687|GGA1|chr22|+	chr22:38028607-38029576	38028876	1.00	0.97	0.70	0.98	1.00	1.00	1.00	1.00	1.00	0.81	1.00	0.94	1.00	1.00	1.00	1.00	1.00	0.92	1.00	0.46	1.00	1.00	1.00
NM_000262|NAGA|chr22|-	chr22:42454237-42456417	42455804	0.38	0.78	NA	0.85	NA	0.74	0.41	0.41	0.64	0.52	0.66	0.56	0.67	0.35	0.46	0.69	0.59	0.57	0.50	0.57	NA	0.48	0.57
NM_001127|AP1B1|chr22|-	chr22:29723668-29724884	29724734	0.99	0.94	1.00	0.85	0.98	1.00	0.98	1.00	0.93	0.92	0.99	1.00	0.98	1.00	1.00	1.00	0.99	1.00	0.99	1.00	1.00	1.00	0.99
NM_001196|BID|chr22|-	chr22:18215649-18218357	18218191	0.29	0.28	0.17	0.18	NA	0.22	NA	0.23	0.23	0.24	0.29	NA	0.11	0.26	0.34	0.25	0.23	NA	0.34	0.11	0.22	0.13	0.23
NM_021574|BCR|chr22|+	chr22:23657619-23660209	23658067	0.07	0.52	0.20	0.10	0.08	0.09	0.09	0.10	0.15	0.18	0.12	0.16	0.10	0.04	0.15	0.16	0.11	0.19	0.13	0.16	0.05	0.09	0.08
NM_012295|CABIN1|chr22|+	chr22:24574020-24574595	24574250	0.98	0.97	1.00	0.99	1.00	1.00	1.00	1.00	0.95	0.97	0.78	0.69	1.00	1.00	0.78	0.69	0.72	0.99	1.00	1.00	1.00	0.89	1.00
NM_015889|MED15|chr22|+	chr22:20940854-20941911	20941004	0.94	0.74	0.85	0.76	1.00	0.98	1.00	0.97	0.82	0.94	0.96	0.95	0.83	1.00	0.99	0.87	0.89	0.88	1.00	0.54	1.00	1.00	1.00
NM_033386|MICALL1|chr22|+	chr22:38336715-38344976	38337986	0.11	0.40	NA	0.24	NA	0.27	NA	0.20	0.31	0.15	0.12	0.19	0.06	NA	0.25	0.12	0.11	0.20	0.19	NA	NA	NA	0.19
NM_020243|TOMM22|chr22|+	chr22:39079771-39080531	39080179	1.00	0.80	0.99	0.87	1.00	1.00	1.00	1.00	0.84	0.91	0.95	0.82	0.99	1.00	0.99	0.86	0.88	0.86	0.79	1.00	1.00	0.97	0.96
NM_005940|MMP11|chr22|+	chr22:24125597-24126508	24125771	1.00	0.99	1.00	0.92	1.00	0.99	1.00	1.00	0.94	1.00	0.99	1.00	0.99	1.00	0.99	0.98	0.98	1.00	0.97	1.00	1.00	1.00	0.99
NM_152221|CSNK1E|chr22|-	chr22:38686696-38687944	38687794	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00
NM_032204|ASCC2|chr22|-	chr22:30184602-30185173	30184916	1.00	1.00	0.99	1.00	0.99	1.00	1.00	1.00	0.92	0.73	0.91	0.90	0.99	1.00	0.98	0.89	0.95	0.97	1.00	0.73	1.00	0.97	NA
NM_001670|ARVCF|chr22|-	chr22:19956891-19958266	19957465	0.11	NA	0.14	0.15	0.20	0.72	0.24	0.41	0.23	0.05	0.13	0.14	0.16	0.37	NA	0.36	0.44	NA	0.11	0.17	0.36	0.38	NA
NM_033070|CECR5|chr22|-	chr22:17618410-17619247	17618777	1.00	1.00	0.98	1.00	1.00	1.00	NA	1.00	1.00	0.97	0.93	0.93	0.96	1.00	0.99	0.87	0.90	1.00	1.00	0.57	NA	0.96	1.00
NM_014570|ARFGAP3|chr22|-	chr22:43192524-43193611	43193078	1.00	0.69	0.92	0.72	1.00	1.00	1.00	1.00	0.80	0.94	1.00	0.99	0.75	1.00	1.00	0.93	0.95	0.83	0.82	0.54	1.00	1.00	0.98
NM_017931|TTC38|chr22|+	chr22:46688687-46689905	46688837	NA	0.86	1.00	0.97	NA	NA	1.00	NA	0.93	NA	1.00	1.00	0.72	NA	0.99	0.95	0.85	0.89	NA	0.45	NA	NA	1.00
NM_004147|DRG1|chr22|+	chr22:31829857-31831111	31830148	0.02	0.10	0.04	0.05	0.04	0.03	0.02	0.03	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.06	0.02	0.03	0.02	0.01	0.04
NM_016498|MTFP1|chr22|+	chr22:30824448-30825043	30824598	1.00	0.98	1.00	0.96	1.00	1.00	1.00	1.00	0.88	1.00	NA	1.00	1.00	1.00	1.00	0.99	1.00	0.93	0.98	0.83	1.00	1.00	0.73
NM_032051|PATZ1|chr22|-	chr22:31736658-31737669	31737519	0.99	0.98	0.89	0.97	1.00	1.00	1.00	1.00	0.98	0.98	1.00	0.99	0.91	1.00	1.00	1.00	0.99	1.00	1.00	0.73	NA	1.00	1.00
NM_015366|PRR5|chr22|+	chr22:45132651-45133566	45132801	0.92	NA	NA	0.79	1.00	NA	1.00	0.84	0.78	NA	1.00	NA	0.87	1.00	1.00	1.00	1.00	NA	NA	0.73	NA	NA	NA
NM_001696|ATP6V1E1|chr22|-	chr22:18074927-18075502	18075242	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.98	1.00	0.97	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_014876|JOSD1|chr22|-	chr22:39081549-39084006	39083823	NA	0.91	0.86	0.85	NA	NA	NA	NA	0.91	0.76	0.98	0.94	0.80	NA	0.98	0.94	0.96	NA	0.97	0.63	NA	NA	0.93
NM_033257|DGCR6L|chr22|-	chr22:20301732-20302347	20302055	1.00	0.91	0.85	1.00	1.00	1.00	1.00	0.85	0.96	0.60	0.66	0.62	0.79	1.00	0.79	0.62	0.56	0.85	0.90	0.59	1.00	0.79	1.00
NM_001001852|PIM3|chr22|+	chr22:50356587-50357726	50357185	0.71	0.46	0.73	0.59	0.77	0.98	0.86	0.77	0.70	0.42	0.88	0.92	0.53	1.00	0.95	0.71	0.75	0.67	0.74	0.68	0.96	0.95	0.76
NM_005569|LIMK2|chr22|+	chr22:31674282-31676184	31675604	NA	NA	NA	0.83	NA	NA	NA	NA	0.83	1.00	1.00	1.00	0.78	NA	1.00	NA	1.00	1.00	0.83	NA	NA	1.00	0.94
NR_002323|TUG1|chr22|+	chr22:31371155-31379876	31375190	NA	0.02	0.05	0.01	0.04	0.05	0.05	NA	0.01	0.01	0.03	0.01	0.02	NA	0.02	0.01	0.01	0.01	0.01	NA	NA	NA	0.02
NM_001184726|TCN2|chr22|+	chr22:31022446-31023060	31022704	1.00	NA	0.73	0.76	NA	1.00	1.00	1.00	0.73	0.84	0.90	0.74	0.82	1.00	0.96	0.74	0.68	0.91	0.80	0.56	NA	0.84	0.84
NM_032311|POLDIP3|chr22|-	chr22:42979711-42981974	42981824	0.83	0.90	0.90	0.86	NA	NA	NA	0.87	0.92	0.91	0.98	0.96	0.81	0.62	1.00	0.92	0.97	0.98	0.86	0.51	0.69	0.93	0.94
NM_014303|PES1|chr22|-	chr22:30972610-30973116	30972911	0.99	0.96	0.90	1.00	1.00	1.00	1.00	1.00	0.97	0.58	0.71	0.66	1.00	0.96	0.82	0.62	0.70	1.00	0.95	0.59	1.00	0.67	1.00
NM_004782|SNAP29|chr22|+	chr22:21241966-21245522	21242129	0.22	0.43	0.14	0.58	0.18	0.28	0.15	0.07	0.35	0.14	0.25	0.20	0.19	0.10	0.29	0.30	0.24	0.53	0.72	0.22	0.17	0.18	0.45
NM_006767|LZTR1|chr22|+	chr22:21351520-21353327	21351702	NA	0.84	NA	0.86	0.95	NA	0.97	0.96	0.85	0.89	0.97	0.95	0.76	1.00	0.99	0.92	0.98	0.78	NA	0.49	NA	1.00	NA
NM_030882|APOL2|chr22|-	chr22:36622245-36624326	36623422	NA	NA	0.73	0.69	NA	0.97	NA	0.92	NA	0.64	NA	NA	NA	NA	0.97	0.92	0.89	0.64	0.84	0.67	0.94	1.00	NA
NM_001017981|RNF215|chr22|-	chr22:30773489-30775611	30774929	NA	0.07	NA	0.21	0.47	NA	0.22	0.13	NA	0.07	0.31	NA	NA	0.53	0.20	0.16	0.18	NA	NA	0.08	NA	0.15	NA
NM_015367|BCL2L13|chr22|+	chr22:18209442-18213360	18211812	NA	0.21	0.25	NA	NA	NA	NA	NA	0.16	0.16	0.26	0.19	0.15	NA	0.30	0.16	0.18	0.21	0.30	NA	NA	0.27	NA
NM_025204|TRABD|chr22|+	chr22:50636773-50638534	50637969	0.10	0.07	0.07	0.08	0.34	0.24	0.24	0.14	0.15	0.14	0.09	0.08	0.10	0.14	0.11	0.05	0.07	0.10	0.03	0.04	0.22	0.08	NA
NM_133455|EMID1|chr22|+	chr22:29654805-29655607	29655010	0.99	1.00	NA	1.00	1.00	1.00	NA	1.00	NA	NA	1.00	1.00	NA	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00
NM_022081|HPS4|chr22|-	chr22:26847009-26849370	26848096	NA	0.09	0.14	NA	0.19	NA	0.22	0.27	0.11	NA	0.10	NA	0.18	0.50	0.16	0.04	0.08	NA	0.11	NA	NA	0.11	NA
NM_005650|TCF20|chr22|-	chr22:42556013-42557364	42557214	0.73	0.60	0.85	0.61	0.80	NA	NA	NA	0.71	0.79	0.98	0.97	0.46	1.00	NA	0.91	0.96	0.78	NA	0.27	0.79	NA	NA
NM_031444|C22orf13|chr22|-	chr22:24936394-24939068	24938347	NA	0.79	0.95	0.81	NA	NA	NA	NA	0.81	0.93	0.99	0.99	0.72	NA	NA	0.92	0.92	0.77	0.99	0.61	NA	1.00	0.92
NM_013327|PARVB|chr22|+	chr22:44564481-44565123	44564675	0.66	0.58	NA	0.64	0.84	0.85	NA	0.54	0.53	NA	NA	0.48	NA	0.90	0.79	0.52	NA	0.49	0.30	0.52	NA	NA	0.68
NM_001130517|MPST|chr22|+	chr22:37425256-37425859	37425466	1.00	0.91	0.93	1.00	1.00	1.00	1.00	1.00	0.98	1.00	0.97	0.88	1.00	1.00	1.00	0.93	0.92	0.97	1.00	1.00	1.00	1.00	1.00
NM_005877|SF3A1|chr22|-	chr22:30727980-30730684	30729802	0.18	0.22	0.19	0.26	NA	0.22	0.19	0.22	0.24	0.14	0.21	0.25	0.17	0.11	0.29	0.28	0.30	0.35	0.16	0.20	0.30	0.16	0.21
NM_001167621|ATXN10|chr22|+	chr22:46239548-46240927	46239837	0.09	0.18	0.12	0.13	0.15	0.10	0.11	0.11	0.18	0.08	0.15	0.17	0.13	0.06	0.11	0.13	0.12	0.20	0.12	NA	0.07	0.08	0.21
NM_015703|RRP7A|chr22|-	chr22:42904187-42909001	42908597	0.36	0.17	0.23	0.35	0.16	0.16	0.17	0.14	0.25	0.17	0.22	0.28	0.06	0.08	0.24	0.25	0.29	0.19	0.18	0.12	0.28	0.33	0.15
NM_007326|CYB5R3|chr22|-	chr22:43014810-43015951	43015292	1.00	0.84	0.89	0.87	1.00	1.00	1.00	1.00	0.93	0.90	1.00	1.00	0.88	1.00	1.00	0.90	0.96	0.95	1.00	0.21	1.00	1.00	1.00
NM_003595|TPST2|chr22|-	chr22:26920701-26922233	26921797	0.04	0.13	0.08	0.13	0.03	0.07	0.05	0.03	0.03	NA	0.04	0.03	NA	0.02	0.10	NA	0.06	0.13	0.10	NA	0.03	0.06	0.10
NM_012401|PLXNB2|chr22|-	chr22:50713402-50714237	50714087	1.00	0.99	0.92	0.98	0.98	1.00	1.00	1.00	0.99	0.93	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	0.93	1.00	1.00	0.97
NM_006386|DDX17|chr22|-	chr22:38878479-38882445	38879589	0.69	0.41	0.54	0.48	1.00	1.00	1.00	0.94	0.51	0.48	0.58	0.47	0.59	1.00	0.59	0.43	0.56	0.56	0.60	0.81	1.00	0.59	0.50
NM_006358|SLC25A17|chr22|-	chr22:41165651-41166985	41166289	NA	0.17	0.40	0.18	0.44	0.42	0.43	0.26	0.21	0.16	0.28	0.31	0.11	0.55	0.37	0.21	0.29	0.20	NA	NA	NA	0.24	0.23
NM_015373|CBY1|chr22|+	chr22:39069163-39069862	39069313	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.98	0.94	1.00	1.00	1.00	0.96	0.96	1.00	1.00	NA	1.00	0.98	1.00
NM_001001794|FAM116B|chr22|-	chr22:50749166-50750690	50750410	0.06	NA	NA	0.18	0.03	NA	0.03	0.02	0.13	NA	0.09	NA	0.02	0.01	0.07	NA	NA	0.08	NA	0.03	0.03	NA	0.03
NM_022141|PARVG|chr22|+	chr22:44602196-44602852	44602491	0.05	0.25	0.12	0.07	NA	0.12	0.07	0.03	NA	NA	NA	NA	NA	0.07	0.11	0.09	NA	NA	0.07	0.01	NA	NA	0.07
NM_017590|ZC3H7B|chr22|+	chr22:41753180-41756161	41753356	NA	0.78	0.83	0.77	NA	NA	NA	0.74	0.78	0.84	0.91	0.94	0.76	NA	0.87	0.90	0.85	0.73	NA	0.54	NA	NA	NA
NM_031488|L3MBTL2|chr22|+	chr22:41626142-41627358	41626294	0.97	0.78	0.84	0.88	0.98	NA	1.00	0.99	0.81	0.73	0.95	0.93	0.87	1.00	0.99	0.85	0.93	0.93	NA	0.50	NA	0.96	1.00
NM_145343|APOL1|chr22|+	chr22:36661196-36663592	36662118	NA	NA	0.58	0.62	NA	0.97	NA	0.79	NA	0.49	0.73	NA	0.54	NA	0.79	0.63	0.63	NA	0.85	0.49	0.89	NA	0.86
NM_030573|THAP7|chr22|-	chr22:21354040-21354721	21354571	1.00	0.75	1.00	0.91	1.00	1.00	1.00	1.00	0.79	0.86	0.98	0.91	1.00	1.00	0.99	0.85	0.91	0.91	0.72	1.00	1.00	0.97	0.88
NR_033687|SLC25A1|chr22|-	chr22:19163091-19163757	19163433	0.95	0.98	0.89	0.96	1.00	1.00	1.00	1.00	0.91	0.72	0.91	0.74	1.00	1.00	0.93	0.91	0.93	1.00	1.00	0.96	1.00	0.92	0.95
NM_012399|PITPNB|chr22|-	chr22:28247641-28249651	28249501	NA	0.74	0.84	0.71	NA	NA	NA	NA	0.77	0.76	0.91	0.93	0.59	NA	0.96	0.79	0.90	0.72	0.97	0.38	NA	0.96	0.97
NM_002883|RANGAP1|chr22|-	chr22:41641577-41642676	41642050	1.00	0.83	1.00	0.89	1.00	1.00	1.00	1.00	0.74	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	0.98	1.00	1.00	1.00	1.00	0.98
NM_017414|USP18|chr22|+	chr22:18659538-18660164	18659688	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	0.80	0.77	0.68	NA	0.77	0.69	0.79	0.73	0.40	NA	0.87	0.87	0.63
NM_007172|NUP50|chr22|+	chr22:45580333-45583906	45580549	NA	0.75	0.72	0.72	NA	NA	NA	NA	0.83	0.81	NA	0.83	0.61	NA	0.84	0.71	0.84	0.77	NA	0.29	NA	NA	0.76
NM_020137|GRIPAP1|chrX|-	chrX:48830132-48830697	48830481	0.95	0.56	0.92	0.70	0.76	NA	1.00	0.52	0.62	0.66	0.88	0.79	0.38	0.99	1.00	0.83	0.92	0.60	0.81	0.65	0.94	0.95	NA
NM_001110556|FLNA|chrX|-	chrX:153576900-153577404	153577245	0.34	0.35	0.33	0.34	0.43	0.48	0.29	0.80	0.40	0.26	0.44	0.32	0.63	0.40	0.39	0.41	0.43	0.45	0.54	0.58	0.39	0.57	0.34
NM_001164803|RBMX|chrX|-	chrX:135951340-135952576	135952426	NA	1.00	1.00	1.00	NA	NA	NA	NA	1.00	0.88	1.00	1.00	0.94	NA	1.00	0.99	1.00	1.00	0.98	0.57	NA	1.00	0.97
NM_001145149|VAMP7|chrX|+	chrX:155171546-155173438	155171715	NA	0.89	0.83	0.85	NA	NA	NA	NA	0.72	0.92	0.98	0.98	0.83	NA	0.98	0.95	0.96	0.94	0.81	0.45	NA	NA	0.93
NM_001493|GDI1|chrX|+	chrX:153670866-153671821	153671147	0.97	0.75	0.65	0.81	1.00	1.00	1.00	0.93	0.82	0.67	0.87	0.85	0.78	1.00	0.97	0.72	0.75	0.88	1.00	0.44	1.00	0.95	0.99
NM_031892|SH3KBP1|chrX|-	chrX:19552850-19554576	19553560	NA	0.19	NA	0.08	0.09	NA	NA	NA	NA	NA	0.09	0.06	0.09	0.09	0.05	NA	0.09	NA	0.05	NA	0.08	0.11	0.08
