event_id	loci	Proximal_Site	TCGA-CZ-5458-01A-01R-1503-07	TCGA-B2-5636-01A-02R-1541-07	TCGA-CZ-5462-01A-01R-1503-07	TCGA-B0-5696-01A-11R-1541-07	TCGA-CJ-6030-01A-11R-1672-07	TCGA-CJ-5679-01A-11R-1541-07	TCGA-B0-5709-01A-11R-1541-07	TCGA-B0-5705-01A-11R-1541-07	TCGA-CZ-5985-01A-11R-1672-07	TCGA-CZ-5452-01A-01R-1503-07	TCGA-B0-5706-01A-11R-1541-07	TCGA-B0-5701-01A-11R-1541-07	TCGA-CW-5580-01A-01R-1672-07	TCGA-CJ-5680-01A-11R-1541-07	TCGA-B0-5697-01A-11R-1541-07	TCGA-B0-4700-01A-02R-1541-07	TCGA-B8-5552-01B-11R-1672-07	TCGA-CZ-5984-01A-11R-1672-07	TCGA-CZ-5461-01A-01R-1503-07	TCGA-CZ-4865-01A-02R-1503-07	TCGA-B0-4712-01A-01R-1503-07	TCGA-CZ-5463-01A-01R-1503-07	TCGA-CW-5581-01A-02R-1541-07	TCGA-CZ-5456-01A-01R-1503-07	TCGA-CW-6090-01A-11R-1672-07	TCGA-CZ-5987-01A-11R-1672-07	TCGA-CZ-5455-01A-01R-1503-07	TCGA-CZ-5989-01A-11R-1672-07	TCGA-CZ-5453-01A-01R-1503-07	TCGA-CJ-5676-01A-11R-1541-07	TCGA-CW-5585-01A-01R-1541-07	TCGA-CZ-5466-01A-01R-1503-07	TCGA-CZ-5470-01A-01R-1503-07	TCGA-B0-5694-01A-11R-1541-07	TCGA-A3-3387-01A-01R-1541-07	TCGA-CW-6087-01A-11R-1672-07	TCGA-CZ-5451-01A-01R-1503-07	TCGA-A3-3358-01A-01R-1541-07	TCGA-CJ-5678-01A-11R-1541-07	TCGA-B0-5690-01A-11R-1541-07	TCGA-B0-5691-01A-11R-1541-07	TCGA-CJ-5672-01A-11R-1541-07	TCGA-CW-5584-01A-01R-1541-07	TCGA-B8-4620-01A-02R-1325-07	TCGA-B0-5699-01A-11R-1541-07	TCGA-B8-4622-01A-02R-1277-07	TCGA-B0-5402-01A-01R-1503-07	TCGA-CZ-5457-01A-01R-1503-07	TCGA-CZ-5986-01A-11R-1672-07	TCGA-CW-5587-01A-01R-1541-07	TCGA-CZ-4864-01A-01R-1503-07	TCGA-CZ-5988-01A-11R-1672-07	TCGA-B0-5711-01A-11R-1672-07	TCGA-CJ-5689-01A-11R-1541-07	TCGA-B0-5703-01A-11R-1541-07	TCGA-B0-5712-01A-11R-1672-07	TCGA-CZ-5469-01A-01R-1503-07	TCGA-CZ-4863-01A-01R-1503-07	TCGA-B2-5641-01A-01R-1541-07	TCGA-CZ-5465-01A-01R-1503-07	TCGA-CJ-5677-01A-11R-1541-07	TCGA-CZ-5982-01A-11R-1672-07	TCGA-CW-6088-01A-11R-1672-07	TCGA-CZ-5468-01A-01R-1503-07	TCGA-CZ-5467-01A-01R-1503-07	TCGA-CZ-5454-01A-01R-1503-07	TCGA-CJ-5681-01A-11R-1541-07	TCGA-CW-5591-01A-01R-1541-07	TCGA-B8-5549-01A-01R-1541-07	TCGA-B8-4619-01A-02R-1325-07	TCGA-CW-5589-01A-01R-1541-07	TCGA-CJ-6033-01A-11R-1672-07
NM_017523|XAF1|chr17|+	chr17:6676431-6678974	6678093	0.99	0.95	0.94	NA	1.00	NA	0.97	0.97	0.88	1.00	0.97	1.00	0.79	NA	1.00	1.00	0.85	0.84	0.93	0.99	1.00	0.85	NA	0.92	NA	1.00	0.92	0.33	NA	1.00	NA	NA	1.00	NA	1.00	0.93	0.99	1.00	NA	1.00	1.00	1.00	NA	0.95	NA	0.99	0.91	NA	0.84	0.93	0.98	0.90	0.95	NA	NA	NA	NA	0.85	1.00	1.00	1.00	NA	0.86	1.00	NA	NA	NA	NA	0.90	0.86	1.00	1.00
NM_173547|TRIM65|chr17|-	chr17:73885040-73887428	73887278	NA	0.92	NA	NA	NA	NA	0.90	0.86	0.94	0.98	NA	NA	NA	0.95	NA	NA	0.92	NA	0.87	NA	NA	0.97	NA	0.92	NA	NA	0.95	NA	0.92	NA	0.97	0.87	NA	0.85	0.88	0.93	0.85	0.93	NA	0.92	0.88	0.87	0.89	0.87	0.91	NA	0.86	0.97	NA	NA	0.89	NA	0.87	0.91	0.94	NA	NA	0.89	0.91	NA	NA	0.92	0.85	0.99	NA	NA	NA	0.94	0.95	NA	NA	NA
NM_201566|SLC16A13|chr17|+	chr17:6943081-6944381	6943525	NA	NA	0.49	0.56	0.58	0.57	NA	0.49	0.47	0.59	0.32	0.43	NA	0.39	NA	0.61	NA	0.49	0.50	0.50	NA	NA	0.37	0.38	NA	0.74	NA	NA	0.67	0.69	0.50	0.57	0.65	0.65	0.35	NA	0.50	0.37	0.75	0.56	0.39	0.64	0.39	NA	0.42	0.47	0.45	0.46	0.33	0.37	NA	0.52	0.42	0.61	0.62	0.54	NA	0.45	0.36	0.55	0.67	0.49	0.43	NA	NA	NA	NA	NA	0.41	NA	0.47	NA
NM_004870|MPDU1|chr17|+	chr17:7490743-7491551	7491189	0.84	0.65	0.65	0.72	0.76	0.82	0.57	0.63	0.58	0.88	0.64	0.69	0.60	0.69	0.70	0.82	0.65	0.60	0.67	0.69	0.89	0.60	0.63	0.61	0.70	0.85	0.55	0.39	0.74	0.85	0.69	0.76	0.91	0.77	0.60	0.51	0.80	0.65	0.97	0.73	0.56	0.83	0.62	0.55	0.65	0.61	0.59	0.67	0.39	0.65	0.59	0.47	0.64	0.77	0.75	0.74	0.97	0.61	0.68	0.61	0.84	0.56	0.55	0.78	0.59	0.57	0.61	0.58	0.59	0.46	0.64	0.80
NM_033198|PIGS|chr17|-	chr17:26880400-26881513	26880968	0.99	0.95	0.99	0.99	0.98	0.99	0.92	0.96	0.93	0.98	0.98	0.97	0.97	0.96	0.97	1.00	0.95	0.98	0.93	1.00	1.00	0.95	0.91	0.92	1.00	0.98	0.98	1.00	0.97	0.99	0.98	0.94	0.99	1.00	0.91	0.95	0.95	0.96	1.00	0.98	0.97	1.00	0.95	0.99	0.97	0.98	0.95	1.00	0.86	0.93	0.94	0.97	0.96	1.00	0.98	0.99	1.00	0.97	0.91	0.97	1.00	0.98	0.94	1.00	0.98	0.99	0.94	0.95	0.93	1.00	0.97	1.00
NM_004710|SYNGR2|chr17|+	chr17:76167819-76168795	76168228	0.96	0.81	0.94	0.97	0.99	1.00	0.76	0.81	0.81	1.00	0.94	0.91	0.81	0.90	0.91	0.99	0.81	0.87	0.92	0.98	1.00	0.81	0.76	0.83	0.93	0.97	0.82	0.56	1.00	1.00	0.88	0.95	1.00	0.99	0.80	0.82	0.95	0.83	1.00	0.97	0.83	0.94	0.78	0.97	0.82	0.94	0.81	0.93	0.52	0.76	0.83	0.61	0.85	0.98	0.98	0.97	1.00	0.84	0.81	0.84	1.00	0.88	0.72	1.00	0.94	0.93	0.89	0.97	0.79	0.80	0.88	1.00
NM_032442|NEURL4|chr17|-	chr17:7218659-7219646	7219056	NA	0.04	0.08	0.08	0.14	0.07	NA	0.05	NA	0.10	NA	NA	NA	0.07	0.06	NA	0.05	0.07	NA	0.06	NA	NA	NA	NA	0.10	0.07	NA	NA	0.06	0.08	0.05	0.08	0.10	0.04	0.04	NA	0.05	0.08	0.11	0.07	0.05	0.09	NA	0.09	0.05	0.05	0.09	0.08	0.09	0.06	0.10	NA	NA	0.10	0.06	0.10	0.11	0.05	NA	0.07	NA	0.04	0.08	NA	NA	NA	0.07	0.11	NA	0.10	0.06	0.09
NM_001242536|MFSD11|chr17|+	chr17:74774269-74775334	74774641	0.49	0.34	0.37	0.38	0.35	0.58	0.25	0.37	0.34	0.49	0.37	0.62	0.41	0.42	0.47	0.38	0.42	0.35	0.43	0.38	0.39	0.49	0.40	0.36	0.47	0.46	0.35	0.71	0.43	0.40	0.39	0.33	0.44	0.45	0.35	0.36	0.40	0.39	0.57	0.37	0.36	0.44	0.32	0.24	0.45	0.43	0.36	0.36	0.48	0.44	0.36	0.32	0.32	0.56	0.52	0.53	0.52	0.36	0.39	0.50	0.40	0.42	0.36	0.37	0.41	0.41	0.40	0.34	0.41	0.37	0.48	0.48
NM_002663|PLD2|chr17|+	chr17:4725934-4726722	4726084	0.94	0.99	1.00	1.00	1.00	0.96	1.00	0.99	1.00	0.92	1.00	1.00	0.96	0.95	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	0.86	0.90	1.00	0.99	1.00	NA	0.97	1.00	1.00	0.93	1.00	1.00	0.92	0.98	0.97	1.00	1.00	0.99	1.00	0.98	0.97	0.93	0.99	0.98	0.95	1.00	1.00	1.00	0.95	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.90	1.00	0.99	0.99	1.00	1.00	0.97	0.96	NA	0.96	0.99	0.96	0.99	1.00
NM_024086|METTL16|chr17|-	chr17:2319319-2323890	2320691	NA	0.53	0.48	NA	0.96	NA	0.51	0.66	0.58	NA	0.71	NA	0.63	0.79	NA	NA	0.62	NA	0.49	NA	NA	0.53	0.52	0.58	NA	NA	0.53	NA	0.70	NA	NA	NA	NA	NA	0.73	NA	0.70	0.60	NA	NA	0.34	NA	0.56	0.74	0.69	0.60	0.50	0.75	0.73	0.51	0.62	NA	0.70	NA	0.86	NA	NA	0.53	0.66	0.69	NA	0.57	0.64	NA	0.61	0.70	0.61	0.76	0.59	0.69	NA	NA
NM_001159770|SLC39A11|chr17|-	chr17:70642081-70643801	70643145	0.95	1.00	0.99	0.99	0.97	0.99	0.89	0.95	0.98	0.99	0.94	0.94	0.92	0.97	0.95	0.97	0.94	0.99	0.89	0.98	1.00	0.94	0.85	0.94	1.00	0.99	0.94	1.00	0.96	1.00	0.89	0.94	0.99	1.00	0.88	0.95	0.95	0.93	1.00	NA	1.00	0.95	0.97	1.00	0.98	1.00	0.94	1.00	0.97	0.90	0.93	0.96	0.99	0.95	0.85	1.00	1.00	0.94	0.88	1.00	1.00	1.00	0.94	0.97	0.93	1.00	0.94	0.94	0.95	0.96	0.96	1.00
NM_016078|FAM18B1|chr17|+	chr17:18708853-18710211	18709739	0.59	0.39	0.51	0.48	0.50	0.88	0.40	0.54	0.31	0.74	0.60	0.75	0.42	0.51	0.64	0.90	0.34	0.49	0.43	0.70	0.92	0.34	0.30	0.43	0.51	0.46	0.42	0.82	0.61	0.92	0.70	0.20	0.89	0.90	0.43	0.42	0.27	0.47	0.88	0.64	0.51	0.95	0.43	0.18	0.55	0.37	0.45	0.67	0.40	0.66	0.43	0.45	0.41	0.46	0.91	0.58	0.97	0.37	0.37	0.53	0.88	0.50	0.39	0.83	0.51	0.54	0.46	0.46	0.20	0.19	0.50	0.88
NM_005964|MYH10|chr17|-	chr17:8377522-8379266	8379032	0.99	0.96	0.97	0.99	0.98	0.99	0.95	0.96	0.94	1.00	0.96	0.92	0.99	0.97	0.98	0.99	0.99	0.98	0.99	0.99	0.92	0.95	0.91	0.91	NA	1.00	NA	NA	0.98	0.93	0.98	0.92	NA	0.88	0.95	NA	0.98	0.95	NA	0.93	0.96	0.97	0.91	0.95	0.99	0.93	0.95	NA	NA	0.93	0.98	NA	0.95	0.98	0.98	1.00	0.98	0.96	0.93	NA	1.00	0.97	0.99	NA	0.96	NA	0.96	0.97	0.94	0.98	0.99	NA
NR_029406|FLJ43681|chr17|+	chr17:81187692-81194122	81188205	0.29	0.44	0.23	0.25	0.32	0.24	0.44	0.30	0.38	0.16	0.38	0.35	0.51	0.43	0.36	0.16	0.44	0.24	0.33	0.22	0.25	0.54	NA	0.33	0.38	0.32	0.47	0.69	0.39	0.16	0.33	0.34	0.27	0.37	0.41	0.20	0.29	0.40	0.21	0.35	0.52	0.24	0.37	0.30	0.55	0.50	0.36	0.30	0.67	0.36	0.57	0.29	0.45	0.37	0.24	0.41	0.27	0.36	0.37	0.40	0.29	NA	0.55	NA	0.38	0.26	0.30	0.44	0.32	0.47	0.45	0.20
NM_001142622|GHDC|chr17|-	chr17:40341025-40341939	40341408	0.94	0.90	0.98	1.00	1.00	1.00	0.97	0.92	0.98	0.98	1.00	1.00	1.00	0.94	1.00	1.00	0.99	1.00	0.94	1.00	1.00	1.00	0.97	0.91	1.00	1.00	1.00	NA	0.93	1.00	0.97	0.93	1.00	1.00	0.95	1.00	0.90	1.00	1.00	1.00	1.00	1.00	0.85	0.99	0.98	1.00	0.89	1.00	1.00	1.00	0.93	1.00	0.99	1.00	1.00	1.00	1.00	0.96	0.91	1.00	1.00	1.00	0.99	1.00	0.94	0.96	0.97	0.91	1.00	0.96	0.99	1.00
NM_018182|C17orf63|chr17|-	chr17:27082974-27086894	27084434	0.91	0.80	0.98	NA	1.00	0.99	0.73	0.84	0.90	1.00	0.94	0.90	0.93	0.90	1.00	NA	0.86	0.97	0.77	NA	NA	0.91	0.78	0.74	NA	1.00	0.96	NA	0.92	1.00	0.95	0.82	NA	1.00	0.80	0.89	0.82	0.83	NA	0.88	0.88	0.96	0.75	NA	0.84	0.91	0.84	1.00	1.00	0.75	0.85	1.00	0.91	1.00	0.85	1.00	NA	0.85	0.70	NA	NA	0.84	0.81	NA	0.94	NA	0.84	0.98	0.77	NA	0.95	NA
NM_003255|TIMP2|chr17|-	chr17:76849042-76851946	76851796	0.77	0.83	0.74	0.82	0.75	0.74	0.80	0.80	0.76	0.50	0.82	0.67	0.86	0.82	0.77	0.77	0.84	0.81	0.81	0.81	0.69	0.81	0.81	0.72	0.79	0.59	0.79	1.00	0.80	0.75	0.84	0.70	0.65	0.84	0.85	0.79	0.83	0.80	0.40	0.84	0.85	0.73	0.84	0.80	0.82	0.82	0.84	0.82	0.81	0.75	0.82	0.86	0.84	0.79	0.84	0.85	0.55	0.85	0.74	0.83	0.71	0.87	0.86	0.64	0.84	0.67	0.73	0.81	0.79	0.87	0.81	0.76
NM_001099786|ICAM2|chr17|-	chr17:62079705-62080285	62080113	0.30	0.29	0.30	0.30	0.30	0.31	0.30	0.26	0.29	0.30	0.23	0.22	0.27	0.30	0.36	0.30	0.26	0.31	0.30	0.30	0.28	0.33	0.29	0.30	0.29	0.33	0.29	NA	0.29	0.33	0.26	0.30	0.33	0.29	0.35	0.32	0.26	0.28	0.31	0.31	0.33	0.31	0.32	0.31	0.31	0.30	0.28	0.29	0.21	0.28	0.28	0.21	0.27	0.34	0.29	0.30	0.38	0.27	0.30	0.29	0.27	0.29	0.29	0.34	0.31	0.33	0.27	0.32	0.32	0.27	0.30	0.32
NM_002985|CCL5|chr17|-	chr17:34198499-34199468	34199225	0.51	0.51	0.50	0.64	0.62	0.65	0.49	0.54	0.52	0.56	0.49	0.47	0.49	0.56	0.50	0.63	0.45	0.55	0.51	0.60	0.65	0.63	0.50	0.51	0.67	0.72	0.64	0.39	0.54	0.66	0.56	0.57	0.66	0.63	0.50	0.52	0.55	0.57	0.79	0.53	0.46	0.49	0.55	0.50	0.50	0.62	0.52	0.65	0.45	0.44	0.52	0.54	0.65	0.54	0.50	0.66	0.77	0.46	0.52	0.68	0.68	0.47	0.55	0.65	0.56	0.67	0.53	0.61	0.51	0.56	0.51	0.61
NM_022463|NXN|chr17|-	chr17:702554-704371	703954	0.91	0.73	NA	0.97	0.91	0.91	0.80	NA	0.81	NA	NA	0.83	0.78	0.85	0.87	0.87	0.86	0.79	0.76	0.90	NA	NA	0.75	NA	0.92	0.96	NA	NA	0.86	0.90	NA	NA	NA	0.86	0.76	0.77	0.84	0.70	NA	0.81	0.64	NA	0.63	0.78	NA	0.86	NA	0.87	NA	NA	NA	0.69	NA	0.86	NA	NA	0.97	NA	0.70	NA	0.91	0.80	0.69	NA	0.84	NA	0.71	0.78	0.76	0.85	0.77	0.88
NM_018469|TEX2|chr17|-	chr17:62224793-62226451	62225358	1.00	0.76	0.93	1.00	1.00	1.00	0.77	0.82	0.90	1.00	0.89	0.93	0.91	0.99	1.00	1.00	0.95	0.98	0.96	1.00	1.00	0.85	0.72	0.81	1.00	1.00	0.92	1.00	0.99	1.00	1.00	1.00	1.00	1.00	0.97	0.92	0.99	0.90	NA	0.99	0.85	1.00	0.79	0.99	0.89	0.89	0.90	1.00	0.75	0.83	0.78	0.96	0.94	1.00	1.00	1.00	1.00	0.92	0.83	0.96	1.00	0.98	0.88	1.00	0.96	0.91	NA	0.82	0.85	0.86	0.99	1.00
NM_003971|SPAG9|chr17|-	chr17:49039527-49043748	49043047	0.47	0.65	0.59	0.60	0.51	0.54	0.58	0.60	0.51	0.41	0.52	0.40	0.63	0.48	0.40	0.34	0.64	0.58	0.52	0.43	0.30	0.55	0.57	0.57	0.50	0.64	0.57	0.65	0.46	0.37	0.61	0.53	0.40	0.47	0.58	0.55	0.58	0.58	0.36	0.52	0.60	0.43	0.48	0.50	0.54	0.59	0.47	0.56	0.61	0.51	0.64	0.47	0.60	0.45	0.54	0.56	0.31	0.59	0.51	0.62	0.31	0.64	0.61	0.48	0.61	0.51	0.51	0.59	0.54	0.68	0.59	0.38
NM_004459|BPTF|chr17|+	chr17:65978367-65980456	65979160	0.20	0.20	0.15	0.17	0.15	0.30	0.16	0.16	0.18	0.15	0.25	0.23	0.19	0.24	0.21	0.23	0.16	0.23	0.16	0.14	0.38	0.16	0.21	0.31	0.22	0.22	0.18	0.18	0.20	0.26	0.19	0.14	0.17	0.21	0.18	0.19	0.17	0.18	0.23	0.23	0.20	0.25	0.18	0.17	0.21	0.19	0.16	0.15	0.16	0.18	0.20	0.16	0.19	0.19	0.21	0.18	0.30	0.21	0.18	0.17	0.21	0.19	0.16	0.26	0.20	0.20	0.18	0.12	0.15	0.12	0.16	0.29
NM_012448|STAT5B|chr17|-	chr17:40351185-40353882	40353284	0.93	0.82	0.93	0.99	0.98	1.00	0.83	0.85	0.92	0.93	0.96	0.90	0.97	0.93	0.95	0.97	0.92	0.95	0.90	0.97	0.99	0.88	0.86	0.87	1.00	0.99	0.88	0.91	0.95	0.99	0.87	0.95	0.98	0.97	0.90	0.87	0.90	0.86	1.00	0.93	0.89	0.89	0.86	0.93	0.87	0.92	0.83	0.98	0.85	0.76	0.84	0.93	0.92	1.00	0.92	0.99	1.00	0.88	0.85	0.92	0.98	0.90	0.86	0.97	0.94	0.97	0.86	0.90	0.85	0.92	0.96	0.99
NM_006495|EVI2B|chr17|-	chr17:29630621-29632648	29631227	0.76	0.68	0.71	NA	0.75	NA	0.55	0.57	0.48	0.81	0.52	0.83	0.54	0.80	0.61	0.92	0.52	0.70	0.51	0.92	1.00	0.60	0.44	0.55	1.00	0.79	0.60	1.00	NA	0.88	NA	0.52	0.92	0.95	0.49	0.58	0.52	0.52	NA	0.81	0.54	0.64	0.56	0.52	0.69	0.46	0.64	0.85	0.38	0.57	0.60	0.68	0.67	0.70	0.63	0.82	NA	0.54	0.43	0.83	0.93	0.66	0.60	NA	0.90	0.79	NA	0.73	0.37	NA	0.76	1.00
NM_015544|TMEM98|chr17|+	chr17:31267803-31268679	31267953	0.88	0.71	0.89	0.94	1.00	1.00	0.70	0.75	0.88	0.99	0.74	0.85	0.93	0.82	0.93	1.00	0.81	0.89	0.84	1.00	0.90	0.85	0.81	0.81	1.00	1.00	0.88	1.00	0.91	1.00	0.82	0.96	1.00	1.00	0.69	0.95	0.89	0.81	1.00	0.98	0.72	1.00	0.77	1.00	0.81	0.83	0.87	1.00	0.80	0.75	0.78	0.73	0.91	0.92	0.92	0.98	1.00	0.84	0.78	0.99	0.98	0.91	0.75	1.00	0.78	0.94	0.87	0.92	0.86	0.90	0.93	1.00
NM_001113324|TEN1|chr17|+	chr17:73996221-73996759	73996451	0.49	0.61	0.55	0.68	0.61	0.71	0.58	0.51	0.53	0.58	0.52	0.58	0.70	0.65	0.58	0.82	0.71	0.66	0.56	0.60	0.69	0.55	0.58	0.69	0.65	0.76	0.55	NA	0.52	0.83	0.50	0.69	0.75	0.68	0.65	0.51	0.55	0.61	0.77	0.67	0.65	0.73	0.61	0.60	0.66	0.78	0.50	0.69	0.41	0.59	0.59	0.33	0.62	0.68	0.64	0.65	0.84	0.61	0.58	0.57	0.72	0.59	0.55	0.75	0.53	0.54	0.47	0.74	0.58	0.52	0.73	0.68
NM_144608|HEXIM2|chr17|+	chr17:43246381-43247778	43247299	0.27	0.26	0.42	0.33	0.35	0.37	0.31	0.24	0.35	0.39	NA	0.27	NA	0.32	0.40	0.47	0.35	0.39	0.34	0.40	0.45	0.29	0.31	0.26	0.34	0.41	0.38	NA	0.29	0.41	0.39	0.35	0.38	0.45	0.29	NA	0.30	0.40	0.42	0.25	0.31	0.44	0.38	0.26	0.33	0.32	0.35	0.46	NA	0.30	0.33	NA	0.42	0.38	0.38	0.38	0.49	0.37	0.26	0.35	0.45	NA	0.47	NA	0.28	0.31	0.40	NA	0.24	NA	0.33	0.40
NM_170742|KCNJ16|chr17|+	chr17:68128135-68131774	68130417	0.90	0.83	0.90	0.95	0.95	0.95	0.74	0.87	0.86	0.91	0.86	0.89	0.87	0.92	0.94	0.96	0.86	0.92	0.83	0.94	0.97	0.85	0.77	0.84	0.96	0.96	0.86	1.00	0.90	0.96	0.93	0.87	0.96	0.95	0.85	0.83	0.90	0.88	0.99	0.95	0.93	0.93	0.83	0.87	0.90	0.89	0.86	0.94	0.80	0.77	0.85	0.91	0.91	0.93	0.92	0.94	0.95	0.86	0.77	0.91	0.95	0.89	0.84	0.96	0.91	0.92	NA	0.88	0.73	NA	0.93	0.95
NM_033452|TRIM47|chr17|-	chr17:73870249-73871204	73871054	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	0.93	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.87	0.98	1.00	1.00	1.00	0.97	0.27	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.59	1.00	1.00	0.60	1.00	1.00	1.00	1.00	1.00	0.96	0.98	0.98	1.00	1.00	0.95	1.00	1.00	1.00	NA	1.00	0.89	1.00	1.00	1.00
NM_134268|CYGB|chr17|-	chr17:74523434-74524693	74524535	0.83	0.64	NA	0.92	0.97	0.98	0.79	0.89	NA	0.87	0.75	0.86	0.85	0.87	0.83	0.84	0.77	0.64	0.81	0.78	0.83	0.87	0.80	0.76	0.98	0.98	0.86	NA	0.69	0.93	0.79	0.92	0.82	0.84	0.77	NA	0.89	0.90	0.85	0.86	0.83	0.87	0.63	0.89	0.67	0.73	0.85	0.95	0.71	0.74	0.84	0.85	0.89	0.87	0.91	0.90	0.89	0.62	0.74	0.85	0.96	0.76	0.67	0.97	0.85	0.86	0.88	0.94	0.81	0.67	0.87	0.96
NM_007359|CASC3|chr17|+	chr17:38326699-38328431	38326849	0.99	0.97	0.98	0.99	1.00	0.98	0.95	0.98	1.00	1.00	0.99	0.99	0.99	0.98	0.99	0.97	1.00	0.98	0.98	1.00	0.99	0.99	0.97	0.99	1.00	1.00	0.99	1.00	0.98	0.99	0.99	0.99	0.97	0.98	0.97	1.00	0.98	0.98	0.99	0.98	0.98	1.00	0.99	0.99	0.98	1.00	1.00	0.99	0.97	0.99	1.00	1.00	1.00	0.99	0.98	1.00	0.99	0.96	0.97	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.98	1.00	0.94	0.99	0.97	1.00
NM_005937|MLLT6|chr17|+	chr17:36881809-36886508	36883372	0.93	0.82	0.86	0.88	0.91	0.87	0.81	0.85	0.85	0.87	0.83	0.83	0.91	0.86	0.89	0.89	0.88	0.91	0.86	0.94	0.91	0.91	0.86	0.88	0.98	0.87	0.87	NA	0.87	0.87	0.87	0.88	0.83	0.89	0.79	0.83	0.87	0.81	0.83	0.87	0.86	0.86	0.85	0.79	0.89	0.87	0.85	0.93	0.84	0.77	0.65	0.88	0.84	0.90	0.88	0.92	0.86	0.79	0.81	0.92	0.90	0.86	0.90	0.91	0.87	0.85	0.89	0.93	0.83	0.78	0.89	0.86
NM_080550|SYNRG|chr17|-	chr17:35874896-35879174	35878674	0.59	0.69	0.64	0.60	0.64	0.38	0.58	0.60	0.69	0.55	0.55	0.53	0.68	0.66	0.58	0.41	0.62	0.59	0.49	0.50	0.34	0.67	0.59	0.55	0.56	0.58	0.64	0.79	0.67	0.42	0.59	0.47	0.42	0.45	0.62	0.56	0.54	0.65	0.38	0.52	0.63	0.41	0.57	0.47	0.53	0.60	0.62	0.52	0.60	0.50	0.63	0.62	0.64	0.56	0.46	0.67	0.41	0.61	0.62	0.53	0.55	0.64	0.66	0.42	0.65	0.63	0.50	0.64	0.65	0.56	0.65	0.56
NM_018096|NLE1|chr17|-	chr17:33455821-33459468	33459113	0.18	0.27	0.31	0.16	0.20	0.27	0.27	0.27	0.19	0.20	0.19	0.18	0.26	0.27	0.14	0.18	0.29	0.25	0.27	0.20	0.12	0.39	0.21	0.34	0.22	0.23	0.36	NA	0.27	0.17	0.25	0.11	0.20	0.18	0.37	0.17	0.24	0.26	0.18	0.24	0.29	0.18	0.33	0.23	0.27	0.29	0.20	0.28	0.25	0.33	0.44	0.28	0.30	0.21	0.31	0.30	0.13	0.32	0.26	0.29	0.12	0.31	0.31	0.31	0.23	0.20	NA	0.21	0.19	0.21	0.31	0.14
NM_017748|CWC25|chr17|-	chr17:36956697-36958459	36957827	0.39	0.38	0.44	0.47	0.45	0.62	0.35	0.40	0.38	0.42	0.38	0.39	0.47	0.38	0.40	0.57	0.44	0.53	0.48	0.47	0.63	0.41	0.32	0.49	0.49	0.52	0.42	0.58	0.51	0.76	0.42	0.64	0.67	0.49	0.40	0.51	0.48	0.38	0.69	0.70	0.30	0.53	0.36	0.46	0.39	0.44	0.43	0.39	0.42	0.36	0.37	0.47	0.46	0.52	0.37	0.50	0.89	0.46	0.39	0.54	0.71	0.54	0.44	0.62	0.45	0.48	0.41	0.48	0.36	0.44	0.46	0.56
NM_024599|RHBDF2|chr17|-	chr17:74466972-74468134	74467783	0.93	0.95	0.95	0.97	0.96	0.96	0.96	0.92	0.95	0.95	0.95	0.97	0.94	0.97	0.96	0.98	0.97	0.93	0.93	0.97	0.98	0.97	0.91	0.95	0.98	0.96	0.94	NA	0.95	0.98	0.95	0.96	0.99	0.96	0.95	0.94	0.86	0.97	1.00	0.96	0.96	0.97	0.95	0.98	0.97	0.98	0.95	0.95	0.76	0.95	0.96	0.78	0.92	0.95	0.97	0.96	0.99	0.96	0.91	0.99	0.97	0.94	0.95	0.98	0.97	0.96	NA	0.95	0.95	0.96	0.97	0.98
NM_003954|MAP3K14|chr17|-	chr17:43340490-43342167	43342017	0.96	NA	0.99	0.99	1.00	0.98	0.96	0.98	0.98	0.98	0.95	0.97	0.97	0.98	0.98	0.97	1.00	0.98	0.98	1.00	1.00	0.97	0.98	0.97	0.98	0.98	0.97	NA	1.00	0.99	0.97	0.98	0.99	0.94	0.96	0.93	0.95	0.96	NA	0.98	0.91	0.98	0.95	0.95	0.98	1.00	0.96	1.00	0.95	1.00	1.00	NA	0.96	0.99	0.97	0.99	1.00	0.98	0.96	0.97	0.98	0.96	0.97	0.97	0.95	0.98	NA	NA	NA	NA	0.98	0.95
NM_001100595|SKA2|chr17|-	chr17:57187315-57189706	57189469	0.53	0.51	0.38	0.40	0.46	0.42	0.46	0.49	0.44	0.42	0.47	0.47	0.44	0.53	0.49	0.32	0.46	0.44	0.51	0.43	0.27	0.51	0.50	0.49	0.36	0.48	0.48	0.66	0.56	0.33	0.50	0.41	0.31	0.40	0.42	0.38	0.47	0.41	0.29	0.48	0.56	0.41	0.49	0.43	0.52	0.45	0.39	0.50	0.50	0.51	0.54	0.46	0.49	0.41	0.45	0.48	0.30	0.46	0.37	0.60	0.33	0.54	0.54	0.31	0.50	0.38	0.47	0.46	0.45	0.49	0.52	0.33
