event_id	loci	Proximal_Site	TCGA-GC-A3BM-01A-11R-A22U-07	TCGA-CU-A0YN-01A-21R-A10U-07	TCGA-K4-A3WV-01A-11R-A22U-07	TCGA-GC-A6I3-01A-11R-A31N-07	TCGA-BT-A20R-01A-12R-A16R-07	TCGA-BT-A20W-01A-21R-A14Y-07	TCGA-BL-A13J-01A-11R-A277-07	TCGA-BL-A13J-01A-11R-A10U-07	TCGA-BL-A13J-01B-04R-A277-07	TCGA-K4-A54R-01A-11R-A26T-07	TCGA-BT-A20Q-01A-11R-A14Y-07	TCGA-BT-A2LA-01A-11R-A18C-07	TCGA-K4-A5RI-01A-11R-A28M-07	TCGA-BT-A20U-01A-11R-A14Y-07	TCGA-GD-A3OP-01A-21R-A220-07	TCGA-GD-A3OQ-01A-32R-A220-07	TCGA-CU-A0YR-01A-12R-A10U-07	TCGA-GD-A2C5-01A-12R-A180-07	TCGA-GC-A3WC-01A-31R-A22U-07	TCGA-BT-A20N-01A-11R-A14Y-07	TCGA-BT-A2LB-01A-11R-A18C-07
NM_181786|HKR1|chr19|+	chr19:37853010-37855363	37854343	0.99	NA	1.00	NA	1.00	1.00	0.77	1.00	0.99	NA	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00
NM_001280|CIRBP|chr19|+	chr19:1272425-1274646	1273100	0.15	0.13	0.22	0.43	0.08	0.19	0.12	0.15	0.43	0.26	0.09	0.06	0.14	0.14	0.15	0.12	0.10	0.26	0.22	0.08	0.14
NM_006858|TMED1|chr19|-	chr19:10942928-10943889	10943320	0.51	0.63	0.76	0.88	0.70	0.68	0.71	0.70	1.00	0.80	0.58	0.55	0.68	0.61	0.60	0.60	0.62	0.67	0.70	0.70	0.63
NM_138373|MYADM|chr19|+	chr19:54376781-54384195	54379640	0.00	0.00	NA	NA	0.01	0.01	NA	0.00	NA	0.01	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.01	0.01	NA	0.01
NR_026052|MGC2752|chr19|+	chr19:59092611-59095749	59093538	0.86	0.87	0.93	NA	NA	0.99	0.51	0.77	NA	NA	0.90	0.88	0.96	0.89	0.92	0.92	0.87	NA	0.97	0.92	0.90
NM_012218|ILF3|chr19|+	chr19:10799854-10803161	10800443	0.46	0.46	0.44	0.49	0.32	0.58	0.56	0.34	0.89	0.37	0.36	0.39	0.31	0.37	0.56	0.43	0.32	0.41	0.55	0.29	0.42
NM_002856|PVRL2|chr19|+	chr19:45381479-45382196	45381736	0.83	1.00	1.00	1.00	1.00	0.89	0.89	0.94	1.00	0.83	0.85	0.88	1.00	1.00	0.98	0.91	1.00	1.00	0.95	1.00	1.00
NM_003938|AP3D1|chr19|-	chr19:2100955-2102267	2102105	1.00	0.93	0.96	1.00	0.93	0.99	0.84	0.94	0.87	0.96	0.99	0.88	0.97	0.97	0.93	0.96	0.95	0.98	0.94	0.94	0.99
NM_006494|ERF|chr19|-	chr19:42751759-42753890	42752773	0.46	0.59	0.59	NA	0.68	0.65	0.71	0.68	1.00	0.42	0.67	0.68	0.47	0.61	0.41	0.52	0.65	0.71	0.49	0.62	0.70
NM_203304|MEX3D|chr19|-	chr19:1555091-1556922	1556471	0.20	0.14	0.26	NA	0.30	0.24	0.17	0.12	0.23	0.22	0.23	0.26	0.22	0.22	0.23	0.17	0.11	0.29	0.20	0.16	0.25
NM_030818|CCDC130|chr19|+	chr19:13873403-13874103	13873553	0.80	0.88	0.98	1.00	0.92	0.91	0.75	0.80	0.84	0.86	0.90	0.89	0.91	0.79	0.91	0.95	0.71	0.98	0.83	0.76	0.91
NM_001171949|KXD1|chr19|+	chr19:18679211-18680192	18679369	0.89	0.83	0.89	0.99	0.99	0.91	0.64	0.85	0.99	0.95	0.96	0.92	0.94	0.82	0.85	0.88	0.87	0.94	0.86	0.83	0.93
NM_174983|MFSD12|chr19|-	chr19:3542976-3544730	3544232	0.15	0.04	0.04	0.04	0.02	0.23	0.27	0.13	0.69	0.04	0.07	0.15	0.12	0.13	0.12	0.09	0.06	0.08	0.14	0.16	0.06
NM_021102|SPINT2|chr19|+	chr19:38782479-38783117	38782789	0.64	0.70	0.78	0.96	0.88	0.78	0.72	0.67	0.86	0.66	0.71	0.69	0.78	0.68	0.63	0.66	0.75	0.90	0.64	0.68	0.74
NM_000159|GCDH|chr19|+	chr19:13010281-13011130	13010673	0.14	0.08	0.05	0.10	0.09	0.13	NA	NA	NA	0.09	0.12	0.30	0.09	0.09	0.14	0.06	0.05	0.08	0.10	0.12	0.08
NM_031485|GRWD1|chr19|+	chr19:48955964-48957218	48956631	0.84	0.93	0.96	1.00	0.95	0.93	0.78	0.95	NA	0.87	0.97	0.97	0.97	0.93	0.87	0.94	0.96	0.97	0.85	0.94	0.97
NM_004491|ARHGAP35|chr19|+	chr19:47503587-47508345	47504623	0.92	0.87	0.86	NA	NA	0.87	NA	0.79	NA	0.60	0.85	0.88	0.72	0.92	0.87	0.92	0.53	0.84	0.96	0.89	0.80
NM_032377|ELOF1|chr19|-	chr19:11663858-11664625	11664475	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_005178|BCL3|chr19|+	chr19:45262684-45263330	45262896	0.90	0.94	0.96	1.00	0.93	0.97	NA	0.95	NA	0.96	0.97	0.95	0.95	0.92	0.95	0.95	0.95	0.96	0.94	0.97	0.92
NM_005884|PAK4|chr19|+	chr19:39669063-39670006	39669300	1.00	1.00	0.97	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	0.96	0.99	1.00	1.00	1.00	0.97	1.00	1.00
NM_033415|ARMC6|chr19|+	chr19:19168224-19168997	19168642	0.87	0.91	0.91	1.00	1.00	0.93	NA	0.87	NA	0.87	0.96	0.92	0.98	0.85	0.89	0.85	0.94	1.00	0.87	0.90	0.95
NM_014601|EHD2|chr19|+	chr19:48244137-48248791	48246370	0.02	0.02	NA	NA	0.02	0.01	0.04	0.04	NA	0.02	0.01	NA	0.02	0.03	0.02	0.01	0.02	0.03	0.04	0.02	0.02
NM_001017392|SUGP2|chr19|-	chr19:19101677-19104549	19104399	0.71	0.50	0.40	0.39	0.53	0.68	0.55	0.69	0.87	0.62	0.60	0.44	0.48	0.70	0.75	0.62	0.65	0.51	0.63	0.56	0.70
NM_014417|BBC3|chr19|-	chr19:47724080-47725175	47724826	0.87	NA	0.83	1.00	0.87	0.91	0.92	0.92	0.93	0.94	0.98	0.84	NA	0.89	0.90	0.95	0.96	0.89	0.95	0.86	0.86
NM_002068|GNA15|chr19|+	chr19:3162790-3163758	3162940	0.65	0.79	0.83	0.95	0.91	0.82	0.67	0.82	0.62	0.82	0.83	NA	0.86	0.80	0.71	0.68	0.81	0.85	0.80	0.84	0.86
NM_004838|HOMER3|chr19|-	chr19:19039771-19040443	19040182	0.09	0.16	0.08	0.10	0.10	0.16	0.19	0.21	NA	0.11	0.21	0.16	0.17	0.11	0.08	0.12	NA	0.11	0.09	0.13	0.16
NM_145185|MAP2K7|chr19|+	chr19:7977181-7979378	7977331	0.64	0.62	0.63	NA	NA	0.69	0.51	0.64	NA	0.67	0.79	0.64	0.68	0.72	0.64	0.65	0.63	0.69	0.63	0.68	0.73
NM_198850|PHLDB3|chr19|-	chr19:43978447-43979696	43979310	0.32	0.03	0.03	0.03	0.03	0.02	0.17	0.32	NA	0.02	0.02	NA	0.29	NA	0.25	0.02	0.04	0.24	0.35	0.73	0.04
NM_015719|COL5A3|chr19|-	chr19:10070235-10071233	10071083	NA	0.65	NA	NA	0.69	NA	0.26	0.79	NA	0.71	0.63	0.66	NA	0.81	NA	0.76	NA	NA	NA	0.74	0.58
NM_004943|DMWD|chr19|-	chr19:46285816-46287548	46287053	0.64	0.51	0.71	NA	0.36	0.64	NA	0.73	NA	0.53	0.52	0.53	0.66	0.52	0.47	0.52	0.49	0.55	0.59	0.67	0.51
NM_015965|NDUFA13|chr19|+	chr19:19638815-19639324	19638976	0.06	0.04	0.03	0.04	0.04	0.07	0.11	0.06	0.28	0.05	0.05	0.05	0.04	0.04	0.04	0.03	0.04	0.04	0.05	0.04	0.04
NM_005628|SLC1A5|chr19|-	chr19:47278140-47279004	47278854	0.91	0.93	0.96	0.99	0.95	0.96	0.83	0.93	0.89	0.95	0.94	0.94	0.96	0.91	0.91	0.91	0.92	0.99	0.93	0.95	0.95
NM_139314|ANGPTL4|chr19|+	chr19:8438588-8439985	8439212	NA	0.07	0.06	NA	0.03	0.16	0.07	0.03	0.30	0.14	0.09	NA	NA	NA	0.23	0.06	0.09	0.17	NA	0.04	0.07
NM_001130524|AP1M1|chr19|+	chr19:16345223-16346154	16345766	0.99	0.96	1.00	1.00	1.00	1.00	0.67	1.00	0.82	1.00	1.00	1.00	0.99	0.94	1.00	1.00	1.00	1.00	1.00	0.99	1.00
NM_178820|FBXO27|chr19|-	chr19:39514650-39516194	39515487	0.92	NA	0.91	NA	0.98	0.98	NA	0.97	NA	0.99	0.92	0.99	NA	0.95	0.89	0.98	0.96	1.00	NA	0.87	0.97
NM_199054|MKNK2|chr19|-	chr19:2037438-2039855	2038417	0.93	0.98	1.00	NA	NA	1.00	0.97	0.99	1.00	1.00	1.00	1.00	1.00	0.98	1.00	0.95	1.00	1.00	0.97	1.00	1.00
NM_152357|ZNF440|chr19|+	chr19:11942182-11951849	11946396	0.05	NA	0.06	NA	NA	0.07	0.03	0.04	0.14	0.03	0.13	NA	NA	NA	0.08	0.11	0.07	0.10	NA	NA	NA
NM_017703|FBXL12|chr19|-	chr19:9920935-9922393	9922148	0.89	0.94	0.91	NA	NA	0.96	0.86	0.89	NA	0.91	0.90	0.94	0.91	0.94	0.88	0.92	1.00	0.90	0.88	0.87	0.93
NM_015125|CIC|chr19|+	chr19:42798975-42799951	42799131	0.76	0.79	0.78	0.85	0.79	0.81	NA	0.85	NA	0.77	0.79	0.78	0.76	0.78	0.70	0.75	0.78	0.81	0.78	0.77	0.79
NM_015015|KDM4B|chr19|+	chr19:5151345-5153814	5153120	0.69	NA	0.68	NA	NA	0.77	0.37	0.71	NA	0.67	NA	0.71	NA	NA	0.65	0.71	NA	0.72	0.68	0.71	NA
NM_138352|SAMD1|chr19|-	chr19:14198654-14199387	14199001	0.92	0.88	1.00	1.00	0.99	0.98	0.85	0.99	0.93	0.88	0.99	0.96	1.00	0.93	0.86	0.91	0.96	1.00	0.90	0.97	1.00
NM_013301|CCDC106|chr19|+	chr19:56163795-56165882	56164165	0.15	0.10	0.14	0.22	0.14	0.18	NA	0.10	NA	0.09	0.08	0.11	0.16	0.13	0.09	NA	NA	0.20	0.10	0.18	0.10
NM_000709|BCKDHA|chr19|+	chr19:41930342-41930936	41930576	0.65	0.78	0.78	0.99	0.79	0.77	0.57	0.75	NA	0.71	0.79	0.76	0.79	0.75	0.75	0.72	0.76	0.84	0.79	0.78	0.86
NM_015302|HAUS5|chr19|+	chr19:36113777-36116208	36114475	0.50	0.26	0.36	0.07	0.16	0.35	NA	NA	NA	0.54	NA	0.27	0.43	NA	0.31	NA	0.32	0.23	0.23	0.42	0.19
NM_016263|FZR1|chr19|+	chr19:3534792-3536967	3535998	0.22	0.28	0.22	0.40	0.19	0.24	0.19	0.22	0.46	0.14	0.23	0.29	0.23	0.19	0.29	0.28	0.26	0.30	0.24	0.25	0.26
NM_030593|SIRT2|chr19|-	chr19:39369200-39369950	39369550	0.92	0.91	0.91	1.00	0.95	0.93	0.82	0.94	1.00	0.91	0.93	0.92	0.90	0.92	0.91	0.90	0.92	0.95	0.95	0.90	0.94
NM_001166049|ERCC1|chr19|-	chr19:45910269-45912983	45912833	0.67	0.39	0.42	0.16	0.29	0.66	0.55	0.55	NA	0.50	0.40	0.32	0.41	0.50	0.54	0.63	0.49	0.57	0.51	0.61	0.32
NM_005490|SH2D3A|chr19|-	chr19:6752157-6752764	6752494	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	NA	0.92	1.00	NA	0.95	0.99	0.99	1.00	1.00	1.00	0.94	1.00	1.00
NM_006114|TOMM40|chr19|+	chr19:45406286-45406963	45406487	0.76	0.84	0.84	1.00	1.00	0.91	0.96	0.94	1.00	0.93	0.85	0.87	0.89	0.84	0.83	0.78	0.94	0.99	0.84	0.86	0.92
NM_020170|NCLN|chr19|+	chr19:3207626-3209940	3207776	0.80	0.68	0.87	0.79	0.72	0.82	0.65	0.71	0.71	0.71	0.84	0.78	0.72	0.70	0.77	0.73	0.75	0.71	0.83	0.73	0.71
NM_031417|MARK4|chr19|+	chr19:45805631-45806951	45805781	0.97	1.00	0.99	NA	NA	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	NA	0.99	NA	NA	1.00	NA	1.00	0.99
NM_006503|PSMC4|chr19|+	chr19:40487098-40487861	40487310	0.08	0.04	0.02	0.01	0.06	0.06	0.07	0.04	0.14	0.04	0.05	0.08	0.05	0.05	0.10	0.07	0.06	0.03	0.10	0.05	0.03
NM_003407|ZFP36|chr19|+	chr19:39898382-39900052	39898532	1.00	1.00	1.00	NA	1.00	1.00	0.94	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_005234|NR2F6|chr19|-	chr19:17342688-17343435	17343285	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_025241|UBXN6|chr19|-	chr19:4444989-4445620	4445339	0.92	0.88	0.90	1.00	0.96	0.93	0.79	0.95	0.93	0.87	0.88	0.88	0.89	0.83	0.85	0.81	0.92	1.00	0.85	0.89	0.88
NM_003796|URI1|chr19|+	chr19:30505793-30508466	30506541	0.07	0.03	0.03	0.07	0.04	0.04	0.04	0.03	0.25	0.03	0.04	0.10	0.05	0.04	0.04	0.03	0.07	0.06	0.04	0.04	0.04
NM_012321|LSM4|chr19|-	chr19:18417352-18418365	18417797	0.08	0.12	0.10	0.22	0.14	0.12	0.09	0.10	0.31	0.09	0.10	0.19	0.13	0.09	0.06	0.10	0.15	0.16	0.08	0.13	0.10
NM_012346|NUP62|chr19|-	chr19:50410058-50413141	50412635	0.93	0.96	0.98	NA	0.97	0.96	0.66	0.91	0.70	0.99	0.97	0.99	0.98	0.97	0.97	0.92	0.94	0.98	0.95	0.94	0.97
NM_175875|SIX5|chr19|-	chr19:46268036-46269369	46269033	0.96	0.95	0.96	NA	1.00	0.96	NA	1.00	NA	0.92	1.00	0.97	0.98	0.95	0.96	0.96	1.00	0.99	0.94	1.00	1.00
NM_001161587|GYS1|chr19|-	chr19:49470802-49472868	49471419	0.02	0.03	0.02	0.18	0.02	0.04	NA	0.03	0.36	0.03	0.02	NA	0.08	0.02	0.01	0.02	0.04	0.03	0.03	0.02	0.02
NM_198590|BSG|chr19|+	chr19:582749-583490	582899	1.00	1.00	1.00	1.00	1.00	1.00	0.95	1.00	0.88	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_000400|ERCC2|chr19|-	chr19:45852825-45854979	45854829	0.46	0.71	0.69	0.28	0.58	0.66	NA	0.49	NA	0.52	0.66	NA	0.35	0.62	0.54	NA	NA	0.26	0.33	0.51	0.53
NM_002250|KCNN4|chr19|-	chr19:44270683-44271241	44271066	0.82	0.86	NA	1.00	0.95	0.93	0.96	0.85	NA	0.94	0.95	NA	NA	0.88	0.87	0.87	0.89	0.94	NA	0.96	0.93
NM_033103|RHPN2|chr19|-	chr19:33469499-33471162	33470837	NA	0.81	0.87	NA	0.90	NA	0.46	0.73	0.98	0.89	0.75	0.80	0.83	0.58	0.72	0.79	0.82	0.92	NA	0.81	0.91
NM_006532|ELL|chr19|-	chr19:18553451-18555678	18555528	0.92	0.82	NA	NA	0.84	0.91	0.84	0.93	NA	0.82	0.91	NA	NA	0.89	0.85	0.76	0.92	0.88	0.87	0.95	0.83
NM_004359|CDC34|chr19|+	chr19:541338-542151	541759	0.53	0.38	0.67	1.00	0.64	0.58	0.50	0.41	0.78	0.60	0.59	0.56	0.65	0.56	0.59	0.53	0.39	0.70	0.72	0.52	0.66
NM_004218|RAB11B|chr19|+	chr19:8468296-8469320	8468506	0.70	0.55	0.87	1.00	0.89	0.77	0.34	0.61	0.61	0.73	0.75	0.73	0.71	0.73	0.69	0.61	0.66	0.85	0.72	0.65	0.87
NM_001245005|NFIC|chr19|+	chr19:3462749-3464869	3463069	0.39	0.25	0.57	NA	0.57	0.36	NA	0.28	NA	0.42	0.34	0.38	0.55	0.35	0.48	0.34	0.22	0.59	0.46	0.34	0.47
NM_001145714|SAE1|chr19|+	chr19:47712415-47713817	47713337	0.14	0.15	0.22	0.48	0.29	0.19	0.14	0.16	0.25	0.16	0.19	0.18	0.24	0.19	0.15	0.16	0.19	0.30	0.16	0.19	0.19
NM_016573|GMIP|chr19|-	chr19:19739576-19741145	19740311	0.26	0.06	0.12	0.15	0.07	0.22	NA	0.21	0.55	0.12	0.07	0.15	0.14	0.05	0.10	0.06	0.11	0.12	0.15	0.15	0.10
NM_032792|ZBTB45|chr19|-	chr19:59024838-59025677	59025527	0.98	0.86	0.89	1.00	NA	0.92	NA	NA	NA	0.99	1.00	NA	0.91	0.90	0.90	0.96	NA	0.99	0.87	0.88	1.00
NM_024050|DDA1|chr19|+	chr19:17430354-17434427	17431067	0.64	0.22	0.39	0.27	0.09	0.38	0.32	0.39	NA	0.26	0.22	0.24	0.34	0.40	0.39	0.29	0.31	0.28	0.27	0.34	0.18
NM_003021|SGTA|chr19|-	chr19:2754711-2755931	2755680	0.87	0.93	0.95	1.00	0.96	0.92	0.90	0.92	NA	0.98	0.93	0.93	0.99	0.91	0.92	0.95	0.87	0.99	0.92	0.89	0.87
NM_130807|MOB3A|chr19|-	chr19:2071016-2073423	2073273	0.92	0.93	0.92	NA	NA	0.91	0.36	0.91	NA	0.94	0.93	NA	1.00	0.88	0.91	0.88	0.93	NA	0.88	0.90	1.00
NM_024707|GEMIN7|chr19|+	chr19:45593364-45594190	45593561	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.96	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.93	1.00	1.00
NM_006484|DYRK1B|chr19|-	chr19:40315687-40316726	40316109	0.14	NA	0.21	0.45	0.30	0.21	NA	0.15	NA	0.19	0.29	0.22	0.22	0.20	0.18	0.13	0.26	0.28	0.19	0.18	0.24
NM_019108|SMG9|chr19|-	chr19:44235275-44235826	44235616	0.57	0.68	0.76	0.92	0.69	0.73	0.90	0.57	0.57	0.79	0.67	0.75	0.77	0.54	0.57	0.62	0.72	0.91	0.73	0.67	0.72
NM_001130|AES|chr19|-	chr19:3052905-3054038	3053837	0.93	1.00	0.92	0.95	0.92	1.00	0.90	1.00	0.89	1.00	1.00	1.00	1.00	0.97	0.89	1.00	1.00	0.95	0.92	1.00	0.96
NR_037791|RAB4B-EGLN2|chr19|+	chr19:41313713-41315316	41314303	0.04	0.01	0.07	0.04	0.07	0.03	0.09	0.05	0.33	0.02	0.02	0.02	0.04	0.04	0.03	0.02	0.02	0.07	0.02	0.03	0.05
NR_024247|MUM1|chr19|+	chr19:1376517-1378438	1376861	0.48	0.62	0.62	0.66	NA	0.59	NA	0.51	NA	0.79	0.79	0.99	0.63	0.87	0.67	0.71	0.34	0.39	0.76	0.42	0.44
NM_175063|C19orf63|chr19|+	chr19:50985405-50987884	50986575	0.09	0.06	0.06	0.11	0.08	0.09	0.08	0.08	0.58	0.04	0.07	0.07	0.08	0.09	0.09	0.08	0.09	0.11	0.11	0.09	0.08
NM_005184|CALM3|chr19|+	chr19:47112381-47114045	47112725	0.84	0.75	0.89	1.00	0.90	0.92	0.73	0.89	1.00	0.91	0.95	0.93	0.89	0.87	0.83	0.81	0.90	0.91	0.80	0.89	0.92
NM_000951|PRRG2|chr19|+	chr19:50093627-50094283	50093952	0.96	NA	1.00	1.00	1.00	NA	NA	1.00	NA	0.93	0.97	NA	NA	NA	1.00	0.96	0.98	1.00	0.88	NA	0.97
NM_016535|ZNF581|chr19|+	chr19:56155918-56157001	56156231	0.92	0.87	1.00	1.00	0.98	0.87	0.99	0.84	NA	0.96	0.91	0.94	0.94	0.86	0.97	0.90	0.87	0.98	0.95	0.86	1.00
NM_052972|LRG1|chr19|-	chr19:4536432-4538963	4537256	NA	0.28	0.32	NA	0.42	0.50	NA	NA	NA	0.44	0.28	NA	0.37	0.34	0.31	0.33	0.33	0.58	0.39	NA	0.37
NM_006663|PPP1R13L|chr19|-	chr19:45882868-45883486	45883192	1.00	0.99	1.00	1.00	0.99	0.99	0.96	0.97	1.00	0.97	0.96	NA	1.00	1.00	0.92	0.99	1.00	1.00	0.93	0.97	0.95
NM_001077446|TSEN34|chr19|+	chr19:54697029-54697694	54697342	0.36	0.50	0.45	0.64	0.60	0.45	0.37	0.45	0.80	0.36	0.41	0.55	0.45	0.47	0.36	0.41	0.49	0.63	0.42	0.48	0.48
NM_001928|CFD|chr19|+	chr19:863091-866516	863414	NA	NA	0.23	0.03	0.01	0.13	0.04	0.10	0.33	0.04	NA	NA	NA	0.09	0.02	NA	0.09	0.07	0.04	0.07	0.04
NM_007279|U2AF2|chr19|+	chr19:56185299-56186082	56185449	0.60	0.62	0.64	0.70	0.65	0.67	0.64	0.66	0.95	0.59	0.66	0.66	0.62	0.65	0.61	0.62	0.70	0.65	0.61	0.65	0.65
NM_015919|ZNF226|chr19|+	chr19:44679136-44679649	44679328	NA	0.09	0.19	0.26	0.16	0.33	NA	NA	NA	0.18	0.15	0.16	0.17	0.18	0.18	0.17	NA	0.20	NA	0.16	0.11
NM_005053|RAD23A|chr19|+	chr19:13063749-13064532	13063899	0.94	0.94	0.95	1.00	0.97	0.96	0.79	0.96	0.90	0.98	0.96	0.96	0.97	0.94	0.98	0.96	0.95	0.97	0.96	0.92	0.97
NR_038457|NAPA|chr19|-	chr19:47990799-47991646	47991496	0.95	0.96	0.99	0.97	0.99	0.98	0.57	0.83	0.63	0.98	0.96	0.92	0.97	0.95	0.96	0.94	1.00	0.99	0.93	0.79	0.96
NM_001749|CAPNS1|chr19|+	chr19:36640714-36641252	36640944	0.98	0.99	1.00	1.00	1.00	1.00	0.95	1.00	0.56	0.98	0.99	1.00	0.99	0.99	0.98	0.99	1.00	1.00	1.00	0.99	1.00
NM_001348|DAPK3|chr19|-	chr19:3958223-3959635	3958705	0.55	0.95	0.79	1.00	0.87	0.87	0.68	1.00	NA	0.69	0.88	0.71	0.83	0.78	0.49	0.78	0.95	0.95	0.64	0.94	0.76
NM_006351|TIMM44|chr19|-	chr19:7991600-7992191	7991940	0.59	0.81	0.79	0.98	0.84	0.81	0.75	0.62	NA	0.82	0.74	0.77	0.76	0.75	0.65	0.57	0.64	0.97	0.75	0.74	0.76
NM_001145784|MEF2BNB|chr19|-	chr19:19286408-19288269	19287777	0.15	0.09	0.10	0.21	0.05	0.20	NA	0.25	NA	0.09	0.10	NA	0.13	0.12	0.13	0.13	0.15	0.11	0.21	0.08	0.09
NM_001136196|TNPO2|chr19|-	chr19:12809891-12812057	12811907	0.84	0.84	0.85	NA	0.86	0.88	0.83	0.90	NA	0.86	0.87	0.86	0.88	0.88	0.88	0.85	0.92	0.85	0.82	0.87	0.87
NM_016270|KLF2|chr19|+	chr19:16437666-16438674	16438272	0.29	0.10	NA	0.28	0.15	0.25	NA	0.12	NA	NA	0.12	0.16	0.33	0.20	0.33	0.23	0.27	0.38	0.33	NA	0.46
NM_000041|APOE|chr19|+	chr19:45411789-45412651	45411939	0.41	0.44	0.49	0.64	0.57	0.51	0.30	0.35	0.57	0.50	0.48	0.43	0.55	0.53	0.45	NA	0.32	0.57	0.49	0.36	0.51
NM_033420|C19orf6|chr19|-	chr19:1009579-1010894	1010743	0.94	0.59	0.96	1.00	0.97	0.88	0.83	0.68	0.84	0.88	0.83	0.92	0.85	0.94	0.98	0.79	0.60	0.96	0.95	0.78	0.96
NM_018049|PLEKHJ1|chr19|-	chr19:2233144-2233904	2233496	0.83	0.84	1.00	1.00	0.94	0.91	0.84	0.81	1.00	0.87	0.87	0.92	0.97	0.83	0.85	0.81	0.89	1.00	0.83	0.86	0.97
NM_012254|SLC27A5|chr19|-	chr19:59009556-59010058	59009856	0.42	0.35	0.46	0.62	NA	0.43	0.44	0.41	NA	NA	0.49	0.41	0.42	0.34	NA	NA	NA	0.65	0.36	0.47	0.41
NM_001128847|SMARCA4|chr19|+	chr19:11172459-11173038	11172609	0.41	0.65	0.43	0.44	0.45	0.39	0.51	0.63	0.97	0.35	0.49	0.52	0.47	0.47	0.39	0.48	0.66	0.48	0.39	0.47	0.45
NM_001136137|RPL28|chr19|+	chr19:55898652-55899296	55898849	1.00	0.98	1.00	1.00	NA	0.99	NA	0.85	0.65	0.91	NA	0.95	NA	0.94	NA	NA	NA	0.97	1.00	0.93	1.00
NM_004945|DNM2|chr19|+	chr19:10941653-10942813	10942381	0.31	0.58	0.33	1.00	0.64	0.64	0.55	0.59	0.90	0.38	0.61	0.60	0.50	0.35	0.30	0.31	0.78	0.61	0.34	0.53	0.56
NM_133328|DEDD2|chr19|-	chr19:42702739-42703981	42703831	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	0.99	1.00	NA	1.00	1.00	NA	1.00
NM_021241|WIZ|chr19|-	chr19:15530500-15534046	15532969	0.06	0.08	0.07	0.21	0.05	0.08	NA	0.05	0.35	0.03	0.05	0.12	0.05	0.06	0.05	0.04	0.06	0.08	0.07	0.07	0.05
NM_001001563|TIMM50|chr19|+	chr19:39980358-39981418	39980546	0.20	0.10	0.07	0.05	0.08	0.14	0.14	0.09	0.47	0.05	0.12	0.20	0.09	0.17	0.15	0.11	0.10	0.08	0.16	0.13	0.06
NM_024527|ABHD8|chr19|-	chr19:17402947-17403640	17403432	0.53	0.44	0.88	0.96	0.78	0.55	NA	0.52	NA	0.61	0.56	0.61	0.61	0.72	0.65	NA	0.32	0.71	NA	0.41	0.75
NM_012398|PIP5K1C|chr19|-	chr19:3626814-3633167	3630227	0.01	0.01	0.01	NA	0.01	0.01	NA	NA	NA	NA	0.00	NA	0.01	0.01	0.00	0.01	NA	0.01	0.01	NA	0.01
NM_032285|MRI1|chr19|+	chr19:13882934-13885255	13883315	0.47	0.48	0.49	NA	0.59	0.55	0.31	0.47	0.56	0.58	0.57	0.69	0.71	0.49	0.51	0.50	0.55	0.64	0.46	0.50	0.59
NM_001145056|SLC44A2|chr19|+	chr19:10753954-10755236	10754560	0.72	0.61	0.71	1.00	0.79	0.94	0.72	0.79	0.75	0.69	0.95	0.89	0.76	0.80	0.73	0.70	0.85	0.84	0.74	0.57	0.85
NM_004409|DMPK|chr19|-	chr19:46272072-46273898	46272992	0.07	NA	0.07	0.27	NA	0.20	NA	0.39	NA	0.18	0.18	0.03	0.10	NA	0.14	0.17	NA	0.18	0.09	NA	0.14
NM_144684|ZNF480|chr19|+	chr19:52824831-52829188	52824981	0.49	NA	0.21	0.01	0.20	0.48	0.62	0.36	NA	0.15	0.24	NA	NA	0.28	0.34	0.46	0.33	0.19	0.68	0.19	0.12
NM_017797|BTBD2|chr19|-	chr19:1984845-1986648	1985559	0.08	0.09	0.09	0.28	0.09	0.12	0.09	0.12	0.33	0.08	0.10	0.10	0.12	0.08	0.09	0.07	0.10	0.16	0.11	0.10	0.12
NM_001166056|PEPD|chr19|-	chr19:33877853-33878387	33878160	0.92	0.96	0.99	0.87	0.97	0.87	0.89	0.93	1.00	0.85	0.91	0.94	0.88	0.88	0.89	0.91	0.97	1.00	0.93	0.97	0.94
